,complexity,length_of_chunk,stdARI,stdCLI,stdFKGL,stdFog,stdGFI,stdSMOG,varianceARI,varianceCLI,varianceFKGL,varianceFog,varianceGFI,varianceSMOG
27,3,10,2.860028471924526,2.860028471924526,2.860028471924526,2.860028471924526,2.860028471924526,2.860028471924526,8.179762860218938,8.179762860218938,8.179762860218938,8.179762860218938,8.179762860218938,8.179762860218938
28,3,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,3,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3,500,0.32430000000000003,0.32430000000000003,0.32430000000000003,0.32430000000000003,0.32430000000000003,0.32430000000000003,0.10517049000000003,0.10517049000000003,0.10517049000000003,0.10517049000000003,0.10517049000000003,0.10517049000000003
31,3,450,0.7992127807341974,0.7992127807341974,0.7992127807341974,0.7992127807341974,0.7992127807341974,0.7992127807341974,0.6387410688888883,0.6387410688888883,0.6387410688888883,0.6387410688888883,0.6387410688888883,0.6387410688888883
32,3,400,1.2552664320993996,1.2552664320993996,1.2552664320993996,1.2552664320993996,1.2552664320993996,1.2552664320993996,1.5756938155555567,1.5756938155555567,1.5756938155555567,1.5756938155555567,1.5756938155555567,1.5756938155555567
33,3,350,0.9255692926818373,0.9255692926818373,0.9255692926818373,0.9255692926818373,0.9255692926818373,0.9255692926818373,0.8566785155555565,0.8566785155555565,0.8566785155555565,0.8566785155555565,0.8566785155555565,0.8566785155555565
34,3,300,0.635105632946205,0.635105632946205,0.635105632946205,0.635105632946205,0.635105632946205,0.635105632946205,0.40335916499999974,0.40335916499999974,0.40335916499999974,0.40335916499999974,0.40335916499999974,0.40335916499999974
35,3,250,0.43793155355603236,0.43793155355603236,0.43793155355603236,0.43793155355603236,0.43793155355603236,0.43793155355603236,0.19178404560000004,0.19178404560000004,0.19178404560000004,0.19178404560000004,0.19178404560000004,0.19178404560000004
36,3,200,1.4452127290548686,1.4452127290548686,1.4452127290548686,1.4452127290548686,1.4452127290548686,1.4452127290548686,2.088639832222221,2.088639832222221,2.088639832222221,2.088639832222221,2.088639832222221,2.088639832222221
37,3,150,1.3206562518519174,1.3206562518519174,1.3206562518519174,1.3206562518519174,1.3206562518519174,1.3206562518519174,1.7441329355555553,1.7441329355555553,1.7441329355555553,1.7441329355555553,1.7441329355555553,1.7441329355555553
38,3,100,1.5906351679857755,1.5906351679857755,1.5906351679857755,1.5906351679857755,1.5906351679857755,1.5906351679857755,2.5301202376331364,2.5301202376331364,2.5301202376331364,2.5301202376331364,2.5301202376331364,2.5301202376331364
39,3,75,1.8642498983803413,1.8642498983803413,1.8642498983803413,1.8642498983803413,1.8642498983803413,1.8642498983803413,3.4754276836111124,3.4754276836111124,3.4754276836111124,3.4754276836111124,3.4754276836111124,3.4754276836111124
40,3,50,1.99536680350287,1.99536680350287,1.99536680350287,1.99536680350287,1.99536680350287,1.99536680350287,3.981488680521261,3.981488680521261,3.981488680521261,3.981488680521261,3.981488680521261,3.981488680521261
41,3,40,2.359773029503027,2.359773029503027,2.359773029503027,2.359773029503027,2.359773029503027,2.359773029503027,5.568528750769894,5.568528750769894,5.568528750769894,5.568528750769894,5.568528750769894,5.568528750769894
42,3,30,2.5603077302793884,2.5603077302793884,2.5603077302793884,2.5603077302793884,2.5603077302793884,2.5603077302793884,6.555175673728394,6.555175673728394,6.555175673728394,6.555175673728394,6.555175673728394,6.555175673728394
43,3,20,2.846439246885672,2.846439246885672,2.846439246885672,2.846439246885672,2.846439246885672,2.846439246885672,8.102216386211072,8.102216386211072,8.102216386211072,8.102216386211072,8.102216386211072,8.102216386211072
44,3,10,3.432479051093214,3.432479051093214,3.432479051093214,3.432479051093214,3.432479051093214,3.432479051093214,11.781912436193771,11.781912436193771,11.781912436193771,11.781912436193771,11.781912436193771,11.781912436193771
45,3,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,3,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,3,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,3,400,0.22779999999999934,0.22779999999999934,0.22779999999999934,0.22779999999999934,0.22779999999999934,0.22779999999999934,0.0518928399999997,0.0518928399999997,0.0518928399999997,0.0518928399999997,0.0518928399999997,0.0518928399999997
49,3,350,0.9895000000000005,0.9895000000000005,0.9895000000000005,0.9895000000000005,0.9895000000000005,0.9895000000000005,0.979110250000001,0.979110250000001,0.979110250000001,0.979110250000001,0.979110250000001,0.979110250000001
50,3,300,1.4761499999999996,1.4761499999999996,1.4761499999999996,1.4761499999999996,1.4761499999999996,1.4761499999999996,2.179018822499999,2.179018822499999,2.179018822499999,2.179018822499999,2.179018822499999,2.179018822499999
51,3,250,1.4873945146538032,1.4873945146538032,1.4873945146538032,1.4873945146538032,1.4873945146538032,1.4873945146538032,2.212342442222223,2.212342442222223,2.212342442222223,2.212342442222223,2.212342442222223,2.212342442222223
52,3,200,1.3484005905145546,1.3484005905145546,1.3484005905145546,1.3484005905145546,1.3484005905145546,1.3484005905145546,1.8181841524999998,1.8181841524999998,1.8181841524999998,1.8181841524999998,1.8181841524999998,1.8181841524999998
53,3,150,1.9426962731214577,1.9426962731214577,1.9426962731214577,1.9426962731214577,1.9426962731214577,1.9426962731214577,3.7740688096000015,3.7740688096000015,3.7740688096000015,3.7740688096000015,3.7740688096000015,3.7740688096000015
54,3,100,2.0580868172513402,2.0580868172513402,2.0580868172513402,2.0580868172513402,2.0580868172513402,2.0580868172513402,4.235721347343751,4.235721347343751,4.235721347343751,4.235721347343751,4.235721347343751,4.235721347343751
55,3,75,2.3444309145062396,2.3444309145062396,2.3444309145062396,2.3444309145062396,2.3444309145062396,2.3444309145062396,5.496356312892564,5.496356312892564,5.496356312892564,5.496356312892564,5.496356312892564,5.496356312892564
56,3,50,2.62488938408557,2.62488938408557,2.62488938408557,2.62488938408557,2.62488938408557,2.62488938408557,6.890044278685123,6.890044278685123,6.890044278685123,6.890044278685123,6.890044278685123,6.890044278685123
57,3,40,2.6241815539081705,2.6241815539081705,2.6241815539081705,2.6241815539081705,2.6241815539081705,2.6241815539081705,6.8863288278719015,6.8863288278719015,6.8863288278719015,6.8863288278719015,6.8863288278719015,6.8863288278719015
58,3,30,2.845240387324889,2.845240387324889,2.845240387324889,2.845240387324889,2.845240387324889,2.845240387324889,8.095392861664685,8.095392861664685,8.095392861664685,8.095392861664685,8.095392861664685,8.095392861664685
59,3,20,3.049424774018322,3.049424774018322,3.049424774018322,3.049424774018322,3.049424774018322,3.049424774018322,9.298991452396693,9.298991452396693,9.298991452396693,9.298991452396693,9.298991452396693,9.298991452396693
60,3,10,3.5154755308281183,3.5154755308281183,3.5154755308281183,3.5154755308281183,3.5154755308281183,3.5154755308281183,12.358568207851238,12.358568207851238,12.358568207851238,12.358568207851238,12.358568207851238,12.358568207851238
61,3,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,3,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,3,450,0.32814999999999905,0.32814999999999905,0.32814999999999905,0.32814999999999905,0.32814999999999905,0.32814999999999905,0.10768242249999938,0.10768242249999938,0.10768242249999938,0.10768242249999938,0.10768242249999938,0.10768242249999938
64,3,400,0.3305000000000007,0.3305000000000007,0.3305000000000007,0.3305000000000007,0.3305000000000007,0.3305000000000007,0.10923025000000045,0.10923025000000045,0.10923025000000045,0.10923025000000045,0.10923025000000045,0.10923025000000045
65,3,350,0.5717999999999996,0.5717999999999996,0.5717999999999996,0.5717999999999996,0.5717999999999996,0.5717999999999996,0.3269552399999996,0.3269552399999996,0.3269552399999996,0.3269552399999996,0.3269552399999996,0.3269552399999996
66,3,300,1.081397618311085,1.081397618311085,1.081397618311085,1.081397618311085,1.081397618311085,1.081397618311085,1.1694208088888869,1.1694208088888869,1.1694208088888869,1.1694208088888869,1.1694208088888869,1.1694208088888869
67,3,250,0.8586210689238883,0.8586210689238883,0.8586210689238883,0.8586210689238883,0.8586210689238883,0.8586210689238883,0.7372301400000006,0.7372301400000006,0.7372301400000006,0.7372301400000006,0.7372301400000006,0.7372301400000006
68,3,200,1.8183119525744202,1.8183119525744202,1.8183119525744202,1.8183119525744202,1.8183119525744202,1.8183119525744202,3.3062583568750004,3.3062583568750004,3.3062583568750004,3.3062583568750004,3.3062583568750004,3.3062583568750004
69,3,150,2.136838099271912,2.136838099271912,2.136838099271912,2.136838099271912,2.136838099271912,2.136838099271912,4.566077062499998,4.566077062499998,4.566077062499998,4.566077062499998,4.566077062499998,4.566077062499998
70,3,100,2.235894643932364,2.235894643932364,2.235894643932364,2.235894643932364,2.235894643932364,2.235894643932364,4.999224858765432,4.999224858765432,4.999224858765432,4.999224858765432,4.999224858765432,4.999224858765432
71,3,75,2.92248315174309,2.92248315174309,2.92248315174309,2.92248315174309,2.92248315174309,2.92248315174309,8.540907772222225,8.540907772222225,8.540907772222225,8.540907772222225,8.540907772222225,8.540907772222225
72,3,50,3.1129580324244333,3.1129580324244333,3.1129580324244333,3.1129580324244333,3.1129580324244333,3.1129580324244333,9.6905077116358,9.6905077116358,9.6905077116358,9.6905077116358,9.6905077116358,9.6905077116358
73,3,40,3.627450869210092,3.627450869210092,3.627450869210092,3.627450869210092,3.627450869210092,3.627450869210092,13.158399808533051,13.158399808533051,13.158399808533051,13.158399808533051,13.158399808533051,13.158399808533051
74,3,30,3.9988983317853375,3.9988983317853375,3.9988983317853375,3.9988983317853375,3.9988983317853375,3.9988983317853375,15.991187867955555,15.991187867955555,15.991187867955555,15.991187867955555,15.991187867955555,15.991187867955555
75,3,20,4.195241313541384,4.195241313541384,4.195241313541384,4.195241313541384,4.195241313541384,4.195241313541384,17.600049678844442,17.600049678844442,17.600049678844442,17.600049678844442,17.600049678844442,17.600049678844442
76,3,10,5.096292574481091,5.096292574481091,5.096292574481091,5.096292574481091,5.096292574481091,5.096292574481091,25.972198004711107,25.972198004711107,25.972198004711107,25.972198004711107,25.972198004711107,25.972198004711107
77,3,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,3,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,3,500,1.5653500000000005,1.5653500000000005,1.5653500000000005,1.5653500000000005,1.5653500000000005,1.5653500000000005,2.4503206225000014,2.4503206225000014,2.4503206225000014,2.4503206225000014,2.4503206225000014,2.4503206225000014
80,3,450,1.2402500000000005,1.2402500000000005,1.2402500000000005,1.2402500000000005,1.2402500000000005,1.2402500000000005,1.5382200625000013,1.5382200625000013,1.5382200625000013,1.5382200625000013,1.5382200625000013,1.5382200625000013
81,3,400,0.8935999999999993,0.8935999999999993,0.8935999999999993,0.8935999999999993,0.8935999999999993,0.8935999999999993,0.7985209599999987,0.7985209599999987,0.7985209599999987,0.7985209599999987,0.7985209599999987,0.7985209599999987
82,3,350,1.0993423377435967,1.0993423377435967,1.0993423377435967,1.0993423377435967,1.0993423377435967,1.0993423377435967,1.2085535755555563,1.2085535755555563,1.2085535755555563,1.2085535755555563,1.2085535755555563,1.2085535755555563
83,3,300,1.237826086330387,1.237826086330387,1.237826086330387,1.237826086330387,1.237826086330387,1.237826086330387,1.5322134200000024,1.5322134200000024,1.5322134200000024,1.5322134200000024,1.5322134200000024,1.5322134200000024
84,3,250,1.7013816863067501,1.7013816863067501,1.7013816863067501,1.7013816863067501,1.7013816863067501,1.7013816863067501,2.8946996425000004,2.8946996425000004,2.8946996425000004,2.8946996425000004,2.8946996425000004,2.8946996425000004
85,3,200,1.7563534421066849,1.7563534421066849,1.7563534421066849,1.7563534421066849,1.7563534421066849,1.7563534421066849,3.0847774136000004,3.0847774136000004,3.0847774136000004,3.0847774136000004,3.0847774136000004,3.0847774136000004
86,3,150,1.9866196227023734,1.9866196227023734,1.9866196227023734,1.9866196227023734,1.9866196227023734,1.9866196227023734,3.94665752530612,3.94665752530612,3.94665752530612,3.94665752530612,3.94665752530612,3.94665752530612
87,3,100,2.1308294475886016,2.1308294475886016,2.1308294475886016,2.1308294475886016,2.1308294475886016,2.1308294475886016,4.540434134710744,4.540434134710744,4.540434134710744,4.540434134710744,4.540434134710744,4.540434134710744
88,3,75,2.177519774320214,2.177519774320214,2.177519774320214,2.177519774320214,2.177519774320214,2.177519774320214,4.741592367555556,4.741592367555556,4.741592367555556,4.741592367555556,4.741592367555556,4.741592367555556
89,3,50,2.208281718224705,2.208281718224705,2.208281718224705,2.208281718224705,2.208281718224705,2.208281718224705,4.876508147045455,4.876508147045455,4.876508147045455,4.876508147045455,4.876508147045455,4.876508147045455
90,3,40,2.194205893367175,2.194205893367175,2.194205893367175,2.194205893367175,2.194205893367175,2.194205893367175,4.814539502487244,4.814539502487244,4.814539502487244,4.814539502487244,4.814539502487244,4.814539502487244
91,3,30,2.3960930782577115,2.3960930782577115,2.3960930782577115,2.3960930782577115,2.3960930782577115,2.3960930782577115,5.741262039674516,5.741262039674516,5.741262039674516,5.741262039674516,5.741262039674516,5.741262039674516
92,3,20,2.7270921463021565,2.7270921463021565,2.7270921463021565,2.7270921463021565,2.7270921463021565,2.7270921463021565,7.437031574422901,7.437031574422901,7.437031574422901,7.437031574422901,7.437031574422901,7.437031574422901
93,3,10,3.367238504904914,3.367238504904914,3.367238504904914,3.367238504904914,3.367238504904914,3.367238504904914,11.33829514891428,11.33829514891428,11.33829514891428,11.33829514891428,11.33829514891428,11.33829514891428
94,3,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,3,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,3,500,1.7043999999999988,1.7043999999999988,1.7043999999999988,1.7043999999999988,1.7043999999999988,1.7043999999999988,2.904979359999996,2.904979359999996,2.904979359999996,2.904979359999996,2.904979359999996,2.904979359999996
97,3,450,1.2690000000000001,1.2690000000000001,1.2690000000000001,1.2690000000000001,1.2690000000000001,1.2690000000000001,1.6103610000000002,1.6103610000000002,1.6103610000000002,1.6103610000000002,1.6103610000000002,1.6103610000000002
98,3,400,0.9120000000000008,0.9120000000000008,0.9120000000000008,0.9120000000000008,0.9120000000000008,0.9120000000000008,0.8317440000000015,0.8317440000000015,0.8317440000000015,0.8317440000000015,0.8317440000000015,0.8317440000000015
99,3,350,1.1944857163929024,1.1944857163929024,1.1944857163929024,1.1944857163929024,1.1944857163929024,1.1944857163929024,1.426796126666665,1.426796126666665,1.426796126666665,1.426796126666665,1.426796126666665,1.426796126666665
100,3,300,1.2812608659701843,1.2812608659701843,1.2812608659701843,1.2812608659701843,1.2812608659701843,1.2812608659701843,1.6416294066666666,1.6416294066666666,1.6416294066666666,1.6416294066666666,1.6416294066666666,1.6416294066666666
101,3,250,1.84505585891051,1.84505585891051,1.84505585891051,1.84505585891051,1.84505585891051,1.84505585891051,3.4042311224999997,3.4042311224999997,3.4042311224999997,3.4042311224999997,3.4042311224999997,3.4042311224999997
102,3,200,1.933731315979549,1.933731315979549,1.933731315979549,1.933731315979549,1.933731315979549,1.933731315979549,3.739316802399999,3.739316802399999,3.739316802399999,3.739316802399999,3.739316802399999,3.739316802399999
103,3,150,2.053411462490096,2.053411462490096,2.053411462490096,2.053411462490096,2.053411462490096,2.053411462490096,4.216498634285715,4.216498634285715,4.216498634285715,4.216498634285715,4.216498634285715,4.216498634285715
104,3,100,2.286752190840549,2.286752190840549,2.286752190840549,2.286752190840549,2.286752190840549,2.286752190840549,5.22923558231405,5.22923558231405,5.22923558231405,5.22923558231405,5.22923558231405,5.22923558231405
105,3,75,2.289354825564035,2.289354825564035,2.289354825564035,2.289354825564035,2.289354825564035,2.289354825564035,5.241145517333331,5.241145517333331,5.241145517333331,5.241145517333331,5.241145517333331,5.241145517333331
106,3,50,2.4322938002688836,2.4322938002688836,2.4322938002688836,2.4322938002688836,2.4322938002688836,2.4322938002688836,5.916053130826447,5.916053130826447,5.916053130826447,5.916053130826447,5.916053130826447,5.916053130826447
107,3,40,2.272921080653165,2.272921080653165,2.272921080653165,2.272921080653165,2.272921080653165,2.272921080653165,5.166170238877551,5.166170238877551,5.166170238877551,5.166170238877551,5.166170238877551,5.166170238877551
108,3,30,2.6085599913446726,2.6085599913446726,2.6085599913446726,2.6085599913446726,2.6085599913446726,2.6085599913446726,6.804585228444119,6.804585228444119,6.804585228444119,6.804585228444119,6.804585228444119,6.804585228444119
109,3,20,3.0983814737763997,3.0983814737763997,3.0983814737763997,3.0983814737763997,3.0983814737763997,3.0983814737763997,9.599967757040815,9.599967757040815,9.599967757040815,9.599967757040815,9.599967757040815,9.599967757040815
110,3,10,3.8093257539216774,3.8093257539216774,3.8093257539216774,3.8093257539216774,3.8093257539216774,3.8093257539216774,14.510962699490955,14.510962699490955,14.510962699490955,14.510962699490955,14.510962699490955,14.510962699490955
