,ARI,CLI,FKGL,GFI,SMOG,complexity,document,fog,length_of_chunk,number_of_chunk
1816,20.4,14.69,18.1,19.15,18.8,3,en117652377.txt,20.9105,10,108
1817,15.4,14.79,13.8,15.63,14.7,3,en117652377.txt,14.4738,10,109
1818,21.4,10.23,18.4,20.69,18.7,3,en117652377.txt,24.5297,10,110
1819,14.9,10.97,12.4,14.32,15.1,3,en117652377.txt,17.2267,10,111
1820,13.6,11.49,12.4,14.3,15.5,3,en117652377.txt,15.001,10,112
1821,14.0,14.32,11.3,10.66,15.1,3,en117652377.txt,15.1808,10,113
1822,13.4,13.74,12.4,10.7,15.6,3,en117652377.txt,15.9909,10,114
1823,16.9,14.51,13.9,11.24,16.5,3,en117661421.txt,17.1586,1132,1
1824,16.9,14.57,13.9,11.37,16.5,3,en117661421.txt,17.1284,1000,1
1825,16.5,14.57,13.6,11.4,16.1,3,en117661421.txt,16.4422,750,1
1826,15.4,13.64,13.3,11.53,15.4,3,en117661421.txt,15.345,500,1
1827,18.3,15.32,15.7,12.27,17.5,3,en117661421.txt,18.7538,500,2
1828,15.4,13.64,13.4,11.68,15.4,3,en117661421.txt,15.3173,450,1
1829,17.6,15.32,15.2,12.15,17.0,3,en117661421.txt,17.8553,450,2
1830,15.5,13.81,13.3,11.72,15.4,3,en117661421.txt,15.5262,400,1
1831,17.1,15.38,14.8,11.9,16.7,3,en117661421.txt,17.3502,400,2
1832,15.6,13.99,13.3,11.69,15.5,3,en117661421.txt,15.5905,350,1
1833,17.1,14.92,15.0,12.41,16.6,3,en117661421.txt,17.2398,350,2
1834,17.9,14.97,15.7,12.31,17.4,3,en117661421.txt,18.5081,350,3
1835,16.0,14.22,13.4,12.01,15.9,3,en117661421.txt,15.8213,300,1
1836,15.4,13.41,13.4,12.12,15.4,3,en117661421.txt,15.5442,300,2
1837,18.2,15.79,15.4,12.56,17.3,3,en117661421.txt,18.3901,300,3
1838,16.5,14.39,13.8,12.52,16.2,3,en117661421.txt,16.2104,250,1
1839,14.2,12.53,11.6,11.55,14.5,3,en117661421.txt,14.4323,250,2
1840,18.3,16.13,15.2,12.65,17.3,3,en117661421.txt,18.4655,250,3
1841,18.3,14.63,16.1,13.01,17.6,3,en117661421.txt,19.064,250,4
1842,16.7,14.51,13.9,12.95,16.4,3,en117661421.txt,16.7443,200,1
1843,14.2,12.71,11.5,11.38,14.4,3,en117661421.txt,14.2146,200,2
1844,16.1,13.81,13.7,12.76,16.0,3,en117661421.txt,15.9973,200,3
1845,18.1,16.83,15.8,12.02,17.3,3,en117661421.txt,18.6277,200,4
1846,19.1,14.75,16.9,13.75,18.0,3,en117661421.txt,19.6894,200,5
1847,16.9,14.63,13.9,13.32,16.7,3,en117661421.txt,17.2798,150,1
1848,15.0,13.46,12.9,11.8,14.9,3,en117661421.txt,14.2281,150,2
1849,14.4,12.36,12.1,12.33,14.4,3,en117661421.txt,14.272,150,3
1850,16.3,14.34,14.7,12.7,16.1,3,en117661421.txt,16.7374,150,4
1851,19.1,17.18,16.4,12.66,17.7,3,en117661421.txt,19.2228,150,5
1852,17.4,14.45,15.6,13.51,17.0,3,en117661421.txt,17.5549,150,6
1853,18.6,15.15,16.1,12.92,18.1,3,en117661421.txt,20.0011,150,7
1854,17.6,14.57,14.6,14.1,17.2,3,en117661421.txt,18.1674,100,1
1855,15.8,14.1,13.1,12.69,15.4,3,en117661421.txt,15.2304,100,2
1856,14.2,13.29,12.5,11.46,14.7,3,en117661421.txt,13.8389,100,3
1857,14.1,12.24,11.8,12.12,14.1,3,en117661421.txt,14.6455,100,4
1858,14.9,13.0,13.2,13.1,15.3,3,en117661421.txt,14.6068,100,5
1859,17.1,14.51,15.2,13.74,16.6,3,en117661421.txt,17.2823,100,6
1860,19.8,17.7,16.7,13.33,18.4,3,en117661421.txt,20.4277,100,7
1861,16.1,15.49,13.8,12.1,16.0,3,en117661421.txt,16.6318,100,8
1862,18.8,14.4,15.7,15.0,17.5,3,en117661421.txt,18.1391,100,9
1863,19.4,15.15,16.9,13.89,18.5,3,en117661421.txt,21.1486,100,10
1864,17.4,14.16,14.8,13.82,17.1,3,en117661421.txt,18.2041,100,11
1865,17.5,14.57,15.7,14.07,17.5,3,en117661421.txt,18.3975,75,1
1866,16.4,14.68,13.4,13.89,15.8,3,en117661421.txt,16.0961,75,2
1867,16.2,14.28,13.6,13.23,15.4,3,en117661421.txt,14.8451,75,3
1868,13.6,12.76,11.1,11.5,14.3,3,en117661421.txt,13.6132,75,4
1869,14.5,12.76,11.7,12.27,14.3,3,en117661421.txt,14.6537,75,5
1870,14.3,11.67,12.5,13.44,14.6,3,en117661421.txt,13.8823,75,6
1871,15.3,14.1,13.9,12.81,15.5,3,en117661421.txt,16.1455,75,7
1872,17.4,14.34,15.5,14.16,16.8,3,en117661421.txt,17.3105,75,8
1873,19.3,17.35,16.4,13.72,18.2,3,en117661421.txt,20.4485,75,9
1874,18.8,16.95,16.4,12.98,17.1,3,en117661421.txt,17.9186,75,10
1875,14.8,14.97,12.9,11.76,15.4,3,en117661421.txt,16.1961,75,11
1876,20.7,14.17,17.3,16.95,18.5,3,en117661421.txt,19.1815,75,12
1877,20.2,14.98,17.5,14.64,19.0,3,en117661421.txt,21.8541,75,13
1878,17.0,15.84,14.5,12.35,17.2,3,en117661421.txt,18.1028,75,14
1879,17.1,13.06,15.2,14.39,16.8,3,en117661421.txt,17.967,75,15
1880,17.9,14.39,15.0,14.74,18.0,3,en117661421.txt,18.8998,50,1
1881,17.4,14.74,15.5,14.93,16.5,3,en117661421.txt,17.4155,50,2
1882,15.5,14.56,13.6,13.08,15.5,3,en117661421.txt,15.5185,50,3
1883,16.2,14.05,13.8,13.65,15.3,3,en117661421.txt,15.0495,50,4
1884,15.5,13.93,13.2,12.89,15.3,3,en117661421.txt,13.916,50,5
1885,12.9,12.88,10.5,11.19,13.9,3,en117661421.txt,13.7648,50,6
1886,13.3,12.18,11.2,11.49,13.4,3,en117661421.txt,14.1621,50,7
1887,14.9,12.6,12.4,13.51,14.8,3,en117661421.txt,15.119,50,8
1888,15.1,11.9,13.0,14.27,15.2,3,en117661421.txt,13.5537,50,9
1889,14.7,13.69,12.4,12.88,15.2,3,en117661421.txt,15.5944,50,10
1890,17.5,14.16,15.7,14.83,16.6,3,en117661421.txt,17.2818,50,11
1891,16.6,14.92,14.6,13.84,16.5,3,en117661421.txt,17.3096,50,12
1892,18.7,16.42,15.4,14.8,17.7,3,en117661421.txt,19.9878,50,13
1893,21.1,19.03,18.0,13.4,19.1,3,en117661421.txt,20.9439,50,14
1894,17.3,16.02,14.6,13.15,16.1,3,en117661421.txt,16.5748,50,15
1895,15.0,15.2,13.0,12.42,15.9,3,en117661421.txt,16.7947,50,16
1896,18.8,13.65,16.2,15.75,17.6,3,en117661421.txt,19.596,50,17
1897,18.9,15.03,16.3,15.5,17.4,3,en117661421.txt,16.734,50,18
1898,22.2,14.23,18.5,17.11,19.9,3,en117661421.txt,22.4376,50,19
1899,17.4,16.08,14.5,12.44,17.2,3,en117661421.txt,20.016,50,20
1900,16.9,15.72,14.3,12.71,17.1,3,en117661421.txt,17.6432,50,21
1901,18.4,13.12,15.1,16.13,17.1,3,en117661421.txt,19.1763,50,22
1902,17.9,14.74,14.7,14.79,17.9,3,en117661421.txt,18.6941,40,1
1903,17.4,13.76,15.0,15.0,17.0,3,en117661421.txt,18.1485,40,2
1904,16.4,15.72,13.8,14.39,15.9,3,en117661421.txt,15.8034,40,3
1905,15.8,14.1,13.2,13.74,15.5,3,en117661421.txt,15.9345,40,4
1906,16.5,14.1,13.9,13.9,15.3,3,en117661421.txt,15.0577,40,5
1907,15.6,13.98,13.1,12.74,15.1,3,en117661421.txt,13.5924,40,6
1908,13.6,12.53,11.2,11.95,14.3,3,en117661421.txt,14.0722,40,7
1909,14.0,13.17,12.3,12.42,14.6,3,en117661421.txt,15.0746,40,8
1910,13.7,12.59,11.3,11.83,13.7,3,en117661421.txt,13.9476,40,9
1911,13.9,11.9,12.0,12.95,14.1,3,en117661421.txt,14.5143,40,10
1912,16.5,12.36,13.9,15.32,16.0,3,en117661421.txt,14.7191,40,11
1913,15.0,14.74,13.2,13.87,15.6,3,en117661421.txt,14.3617,40,12
1914,15.0,13.29,13.0,12.92,15.0,3,en117661421.txt,16.6767,40,13
1915,17.4,13.29,15.0,15.43,16.8,3,en117661421.txt,16.6727,40,14
1916,17.0,15.26,14.8,14.35,16.7,3,en117661421.txt,17.8485,40,15
1917,19.2,16.31,15.9,15.19,17.9,3,en117661421.txt,20.8217,40,16
1918,20.1,19.21,17.0,13.43,18.8,3,en117661421.txt,20.4666,40,17
1919,19.5,17.7,16.4,13.22,17.3,3,en117661421.txt,18.2452,40,18
1920,17.4,15.79,14.8,14.13,16.4,3,en117661421.txt,17.2748,40,19
1921,14.1,14.32,12.7,12.45,15.6,3,en117661421.txt,16.4308,40,20
1922,19.4,13.82,16.6,16.27,17.6,3,en117661421.txt,19.9919,40,21
1923,19.5,14.81,17.2,16.77,18.1,3,en117661421.txt,17.3025,40,22
1924,21.2,14.05,17.8,17.37,18.7,3,en117661421.txt,20.9398,40,23
1925,19.5,15.21,16.6,14.02,18.9,3,en117661421.txt,21.168,40,24
1926,16.9,15.84,14.4,12.5,16.9,3,en117661421.txt,19.4751,40,25
1927,16.6,15.67,14.4,12.86,17.4,3,en117661421.txt,17.7146,40,26
1928,17.2,15.73,14.7,14.34,16.2,3,en117661421.txt,17.0866,40,27
1929,17.9,11.91,15.6,15.64,17.3,3,en117661421.txt,19.3504,40,28
1930,18.7,14.57,15.4,15.78,18.3,3,en117661421.txt,19.1805,30,1
1931,15.5,14.1,13.2,13.23,16.6,3,en117661421.txt,17.2859,30,2
1932,18.7,14.57,15.4,16.6,17.0,3,en117661421.txt,18.3673,30,3
1933,16.0,15.66,13.5,14.24,15.8,3,en117661421.txt,15.4923,30,4
1934,16.0,14.22,13.3,13.8,15.5,3,en117661421.txt,16.2448,30,5
1935,15.7,13.35,12.6,14.1,15.6,3,en117661421.txt,15.4866,30,6
1936,15.6,15.08,12.4,12.97,14.6,3,en117661421.txt,14.1081,30,7
1937,16.9,13.81,14.4,13.72,15.6,3,en117661421.txt,13.5922,30,8
1938,14.9,13.0,12.2,13.33,15.0,3,en117661421.txt,15.0032,30,9
1939,11.6,12.64,10.6,11.37,13.5,3,en117661421.txt,13.1917,30,10
1940,14.5,12.88,12.8,12.58,14.5,3,en117661421.txt,15.6102,30,11
1941,14.0,12.53,11.6,11.9,13.8,3,en117661421.txt,13.8596,30,12
1942,14.9,12.02,12.8,13.73,14.8,3,en117661421.txt,14.753,30,13
1943,14.4,11.32,12.9,14.66,14.6,3,en117661421.txt,15.3685,30,14
1944,13.8,12.42,11.4,13.33,14.6,3,en117661421.txt,12.3728,30,15
1945,16.2,16.01,14.5,14.53,16.3,3,en117661421.txt,15.9166,30,16
1946,14.5,12.71,12.9,12.36,14.6,3,en117661421.txt,16.5004,30,17
1947,16.9,14.22,15.3,15.49,16.8,3,en117661421.txt,17.4587,30,18
1948,16.2,13.18,14.0,15.25,15.8,3,en117661421.txt,14.7633,30,19
1949,18.0,15.5,15.4,14.87,17.3,3,en117661421.txt,19.3175,30,20
1950,19.0,16.37,15.8,15.08,18.0,3,en117661421.txt,21.2838,30,21
1951,17.6,16.65,15.3,14.09,16.9,3,en117661421.txt,17.8774,30,22
1952,23.2,20.31,19.9,14.53,20.5,3,en117661421.txt,22.5455,30,23
1953,18.3,16.77,16.1,13.03,16.5,3,en117661421.txt,17.1285,30,24
1954,17.1,15.32,14.9,14.45,16.3,3,en117661421.txt,16.9582,30,25
1955,16.3,15.26,14.1,13.82,16.4,3,en117661421.txt,17.0368,30,26
1956,14.7,15.6,13.5,12.44,15.8,3,en117661421.txt,17.1641,30,27
1957,20.3,13.07,17.8,17.6,17.9,3,en117661421.txt,21.0009,30,28
1958,19.0,14.51,16.7,16.39,17.8,3,en117661421.txt,18.1539,30,29
1959,17.2,14.68,15.2,14.76,16.6,3,en117661421.txt,15.7469,30,30
1960,23.3,14.23,19.3,18.7,20.3,3,en117661421.txt,23.5568,30,31
1961,19.9,15.15,17.2,14.65,18.9,3,en117661421.txt,21.2044,30,32
1962,15.4,15.72,13.0,11.04,16.1,3,en117661421.txt,18.7755,30,33
1963,16.6,15.21,14.6,12.97,16.9,3,en117661421.txt,17.8306,30,34
1964,19.0,16.54,15.6,14.93,18.2,3,en117661421.txt,18.8926,30,35
1965,17.1,15.21,15.0,14.81,16.2,3,en117661421.txt,17.0505,30,36
1966,19.3,11.56,16.9,17.51,17.7,3,en117661421.txt,20.6367,30,37
1967,18.2,14.8,16.0,15.46,18.3,3,en117661421.txt,18.6373,20,1
1968,17.7,14.68,14.5,15.34,17.5,3,en117661421.txt,18.7523,20,2
1969,15.3,13.52,13.5,13.84,16.6,3,en117661421.txt,17.28,20,3
1970,19.4,14.28,16.4,17.56,17.3,3,en117661421.txt,19.2031,20,4
1971,17.8,15.79,15.1,16.13,16.5,3,en117661421.txt,17.1962,20,5
1972,14.9,15.77,12.2,12.89,15.3,3,en117661421.txt,14.7878,20,6
1973,16.1,14.45,14.2,13.74,15.7,3,en117661421.txt,16.4924,20,7
1974,15.6,13.52,13.5,14.37,15.2,3,en117661421.txt,15.507,20,8
1975,16.0,13.12,13.0,14.87,15.8,3,en117661421.txt,15.7178,20,9
1976,17.1,15.15,13.7,13.97,14.9,3,en117661421.txt,14.3723,20,10
1977,16.7,15.43,14.2,14.33,16.1,3,en117661421.txt,15.1889,20,11
1978,14.5,12.71,12.0,12.09,14.0,3,en117661421.txt,11.9579,20,12
1979,13.8,12.36,11.5,13.81,14.4,3,en117661421.txt,13.7902,20,13
1980,13.3,12.65,10.9,11.11,14.2,3,en117661421.txt,14.3494,20,14
1981,12.6,13.16,11.0,12.81,14.2,3,en117661421.txt,14.1555,20,15
1982,15.3,13.29,13.3,13.52,15.0,3,en117661421.txt,16.2779,20,16
1983,12.4,11.84,10.7,11.21,12.4,3,en117661421.txt,12.9511,20,17
1984,15.2,13.29,11.9,13.18,14.9,3,en117661421.txt,14.9,20,18
1985,15.0,13.18,12.0,13.91,15.0,3,en117661421.txt,14.5116,20,19
1986,12.9,10.86,11.9,12.81,13.3,3,en117661421.txt,14.6583,20,20
1987,16.6,11.56,14.7,16.48,15.8,3,en117661421.txt,16.1381,20,21
1988,16.7,14.34,13.8,15.29,16.2,3,en117661421.txt,14.1116,20,22
1989,9.2,8.87,8.5,10.48,12.2,3,en117661421.txt,8.3802,20,23
1990,17.3,16.82,14.9,15.35,17.0,3,en117661421.txt,18.2824,20,24
1991,13.3,11.55,11.5,12.23,14.0,3,en117661421.txt,16.1974,20,25
1992,17.1,15.67,14.6,14.77,16.2,3,en117661421.txt,17.3739,20,26
1993,17.1,13.52,14.5,15.94,16.9,3,en117661421.txt,17.5065,20,27
1994,17.9,12.94,15.5,16.45,16.8,3,en117661421.txt,15.8,20,28
1995,12.6,12.47,11.4,13.72,14.0,3,en117661421.txt,13.764,20,29
1996,19.7,16.42,17.4,15.93,18.2,3,en117661421.txt,21.2876,20,30
1997,18.6,16.71,16.4,14.71,18.0,3,en117661421.txt,21.8933,20,31
1998,20.0,15.9,16.7,17.07,17.9,3,en117661421.txt,19.7147,20,32
1999,16.5,17.17,14.1,13.66,16.4,3,en117661421.txt,17.3716,20,33
2000,23.2,20.37,19.9,15.14,20.9,3,en117661421.txt,23.1013,20,34
2001,21.3,18.11,18.7,15.26,18.6,3,en117661421.txt,20.2462,20,35
2002,17.7,16.88,15.3,13.15,15.9,3,en117661421.txt,16.0024,20,36
2003,18.8,15.5,16.1,15.5,17.0,3,en117661421.txt,17.9507,20,37
2004,16.2,15.84,13.5,14.12,15.9,3,en117661421.txt,16.6967,20,38
2005,15.2,14.27,13.9,14.23,16.0,3,en117661421.txt,16.3982,20,39
2006,13.2,14.49,11.6,12.35,15.3,3,en117661421.txt,16.7127,20,40
2007,14.9,15.08,12.9,12.82,14.9,3,en117661421.txt,15.6978,20,41
2008,25.4,13.25,21.9,21.92,20.1,3,en117661421.txt,24.6153,20,42
2009,18.5,13.99,16.7,16.36,17.4,3,en117661421.txt,18.3574,20,43
2010,20.9,15.44,17.8,19.29,19.2,3,en117661421.txt,16.5076,20,44
2011,16.5,14.8,14.6,14.24,16.0,3,en117661421.txt,16.2641,20,45
2012,26.2,13.83,22.1,21.87,21.1,3,en117661421.txt,25.4636,20,46
2013,18.3,14.39,16.1,14.6,18.6,3,en117661421.txt,20.4139,20,47
2014,20.6,16.2,17.0,15.11,19.0,3,en117661421.txt,21.954,20,48
2015,15.7,16.24,14.0,11.56,16.0,3,en117661421.txt,19.3911,20,49
2016,18.8,15.26,16.3,15.51,18.0,3,en117661421.txt,19.672,20,50
2017,13.5,14.27,12.3,10.58,15.4,3,en117661421.txt,15.7891,20,51
2018,19.8,16.19,16.5,16.14,19.1,3,en117661421.txt,19.6566,20,52
2019,16.4,16.88,13.2,13.74,15.1,3,en117661421.txt,16.0102,20,53
2020,18.3,14.68,16.3,16.42,17.2,3,en117661421.txt,18.3128,20,54
2021,21.2,11.09,18.7,19.32,18.2,3,en117661421.txt,22.7545,20,55
2022,14.9,13.12,13.4,12.94,16.3,3,en117661421.txt,16.2743,20,56
2023,18.6,14.22,16.7,15.73,18.5,3,en117661421.txt,19.7714,10,1
2024,17.9,15.61,15.3,17.45,18.1,3,en117661421.txt,17.5271,10,2
2025,19.7,14.46,16.4,17.88,18.4,3,en117661421.txt,20.3446,10,3
2026,15.9,15.08,13.7,14.46,16.5,3,en117661421.txt,17.3707,10,4
2027,18.2,13.41,16.1,16.75,18.2,3,en117661421.txt,19.8,10,5
2028,12.7,13.74,12.0,12.9,14.8,3,en117661421.txt,14.8751,10,6
2029,18.0,15.26,15.7,16.97,16.8,3,en117661421.txt,17.9276,10,7
2030,21.2,13.36,18.4,19.77,17.8,3,en117661421.txt,20.6666,10,8
2031,17.4,16.19,14.6,15.97,16.3,3,en117661421.txt,16.8456,10,9
2032,18.2,15.5,15.6,17.1,16.6,3,en117661421.txt,17.5616,10,10
2033,13.6,15.88,11.9,11.83,13.5,3,en117661421.txt,10.751,10,11
2034,16.0,15.78,13.3,14.17,16.4,3,en117661421.txt,17.8092,10,12
2035,17.8,15.26,15.2,14.53,16.3,3,en117661421.txt,17.7858,10,13
2036,14.1,13.69,11.8,13.91,15.0,3,en117661421.txt,15.2807,10,14
2037,16.0,13.23,13.9,14.64,15.2,3,en117661421.txt,15.9751,10,15
2038,15.2,13.52,11.9,14.29,15.2,3,en117661421.txt,15.0314,10,16
2039,16.2,14.28,13.7,15.2,16.3,3,en117661421.txt,17.732,10,17
2040,15.9,11.78,13.6,15.32,15.1,3,en117661421.txt,13.5275,10,18
2041,17.8,14.22,15.0,14.65,14.7,3,en117661421.txt,16.0733,10,19
2042,16.6,16.48,13.2,14.73,15.1,3,en117661421.txt,13.2173,10,20
2043,13.3,15.19,11.3,12.42,14.0,3,en117661421.txt,14.0933,10,21
2044,21.8,15.85,17.1,18.58,18.7,3,en117661421.txt,16.4476,10,22
2045,14.9,12.6,12.5,12.86,14.1,3,en117661421.txt,12.8791,10,23
2046,13.9,12.65,11.4,12.42,13.9,3,en117661421.txt,11.3138,10,24
2047,13.8,12.47,12.6,15.38,15.3,3,en117661421.txt,15.1838,10,25
2048,12.8,12.24,10.8,12.47,12.9,3,en117661421.txt,12.4277,10,26
2049,16.7,13.52,13.3,14.02,16.0,3,en117661421.txt,17.2713,10,27
2050,9.6,11.07,8.6,9.55,12.0,3,en117661421.txt,11.0515,10,28
2051,12.4,12.47,11.4,13.19,14.1,3,en117661421.txt,14.3143,10,29
2052,12.9,14.21,11.7,14.91,14.4,3,en117661421.txt,14.3882,10,30
2053,17.4,14.28,14.4,15.06,15.3,3,en117661421.txt,17.8826,10,31
2054,12.7,11.55,11.0,13.16,14.6,3,en117661421.txt,14.7558,10,32
2055,12.9,12.71,11.6,12.35,13.5,3,en117661421.txt,14.3108,10,33
2056,11.9,11.02,9.8,10.14,11.2,3,en117661421.txt,11.7584,10,34
2057,10.6,10.55,8.9,10.66,11.8,3,en117661421.txt,11.8258,10,35
2058,19.8,15.44,15.4,16.4,18.0,3,en117661421.txt,17.5299,10,36
2059,16.6,14.1,13.6,16.2,16.2,3,en117661421.txt,14.7514,10,37
2060,13.7,12.01,11.8,13.1,14.0,3,en117661421.txt,14.4081,10,38
2061,15.0,10.39,12.8,14.64,14.4,3,en117661421.txt,15.6086,10,39
2062,11.4,10.96,10.2,12.54,12.3,3,en117661421.txt,13.7782,10,40
2063,15.1,11.44,13.5,16.01,15.5,3,en117661421.txt,17.2755,10,41
2064,19.0,11.38,16.6,18.31,16.3,3,en117661421.txt,14.9512,10,42
2065,17.6,13.18,14.5,16.46,15.3,3,en117661421.txt,14.4082,10,43
2066,16.7,17.05,14.8,16.16,17.4,3,en117661421.txt,16.5765,10,44
2067,6.5,6.55,6.6,9.48,10.5,3,en117661421.txt,7.6179,10,45
2068,10.7,11.19,9.4,10.86,13.0,3,en117661421.txt,9.2359,10,46
2069,18.0,16.6,15.6,17.89,18.0,3,en117661421.txt,19.6997,10,47
2070,16.8,17.4,14.2,14.09,15.9,3,en117661421.txt,16.7837,10,48
2071,11.7,11.37,10.1,10.97,13.3,3,en117661421.txt,17.0054,10,49
2072,16.0,11.78,13.8,14.8,15.1,3,en117661421.txt,15.3926,10,50
2073,17.3,15.67,14.7,14.3,15.9,3,en117661421.txt,17.3785,10,51
2074,16.8,15.61,14.5,15.95,16.5,3,en117661421.txt,17.3696,10,52
2075,15.8,13.47,13.8,15.43,16.3,3,en117661421.txt,17.4125,10,53
2076,18.4,13.64,16.5,17.85,17.5,3,en117661421.txt,17.6,10,54
2077,20.2,13.01,17.3,17.87,16.8,3,en117661421.txt,16.7332,10,55
2078,14.4,13.0,12.7,16.23,15.9,3,en117661421.txt,14.9674,10,56
2079,13.0,13.4,11.1,14.76,13.8,3,en117661421.txt,12.7929,10,57
2080,12.4,12.13,10.5,13.68,14.1,3,en117661421.txt,14.754,10,58
2081,21.3,18.16,18.5,17.32,18.7,3,en117661421.txt,20.7175,10,59
2082,18.3,14.97,16.1,16.21,17.9,3,en117661421.txt,21.9483,10,60
2083,16.8,16.53,14.8,15.03,17.1,3,en117661421.txt,22.2051,10,61
2084,21.3,16.95,17.4,16.93,19.2,3,en117661421.txt,21.625,10,62
2085,20.2,15.97,17.2,17.9,17.8,3,en117661421.txt,20.0712,10,63
2086,19.8,16.19,16.3,17.5,17.9,3,en117661421.txt,19.3767,10,64
2087,16.7,16.94,14.4,16.0,16.5,3,en117661421.txt,16.8451,10,65
2088,16.4,17.4,13.9,14.09,16.3,3,en117661421.txt,17.8863,10,66
2089,21.9,20.14,19.1,15.02,19.6,3,en117661421.txt,22.3022,10,67
2090,24.5,20.84,20.9,17.91,22.2,3,en117661421.txt,23.8731,10,68
2091,23.2,20.19,20.0,16.52,19.8,3,en117661421.txt,21.3918,10,69
2092,19.5,16.19,17.5,15.61,17.5,3,en117661421.txt,19.2909,10,70
2093,16.6,16.42,13.6,13.58,14.6,3,en117661421.txt,14.3127,10,71
2094,18.6,17.58,15.9,16.0,17.0,3,en117661421.txt,17.5517,10,72
2095,19.4,15.61,16.5,17.43,17.4,3,en117661421.txt,18.9892,10,73
2096,18.1,15.32,14.6,15.51,16.6,3,en117661421.txt,16.8736,10,74
2097,13.9,14.15,12.7,14.09,14.7,3,en117661421.txt,14.9852,10,75
2098,18.2,17.29,15.6,16.1,17.0,3,en117661421.txt,18.2457,10,76
2099,17.3,14.63,15.4,16.89,16.8,3,en117661421.txt,18.1752,10,77
2100,13.0,13.8,11.0,13.08,15.2,3,en117661421.txt,14.8,10,78
2101,16.4,15.09,14.5,15.26,17.0,3,en117661421.txt,17.5517,10,79
2102,11.0,13.71,11.3,11.57,13.5,3,en117661421.txt,19.5505,10,80
2103,17.7,17.11,14.9,14.67,16.9,3,en117661421.txt,18.1512,10,81
2104,12.3,12.7,11.0,12.09,13.0,3,en117661421.txt,13.085,10,82
2105,17.5,15.61,14.7,16.35,16.3,3,en117661421.txt,16.313,10,83
2106,35.1,12.2,29.0,29.79,23.2,3,en117661421.txt,33.0989,10,84
2107,16.2,12.65,14.7,15.69,17.2,3,en117661421.txt,18.0923,10,85
2108,20.7,15.44,17.5,17.31,17.6,3,en117661421.txt,18.7025,10,86
2109,20.0,15.79,17.9,19.12,18.6,3,en117661421.txt,18.0708,10,87
2110,19.6,14.69,17.2,18.58,18.6,3,en117661421.txt,14.7761,10,88
2111,15.1,14.45,13.5,14.42,15.0,3,en117661421.txt,14.7604,10,89
2112,17.9,14.8,15.7,16.99,16.9,3,en117661421.txt,17.699,10,90
2113,20.2,16.31,16.5,17.29,18.2,3,en117661421.txt,20.2462,10,91
2114,33.9,12.49,27.8,28.85,23.6,3,en117661421.txt,31.8323,10,92
2115,18.5,16.6,16.1,15.07,18.7,3,en117661421.txt,21.3739,10,93
2116,18.5,12.78,16.3,16.22,18.6,3,en117661421.txt,19.6264,10,94
2117,22.4,15.33,18.9,17.13,19.7,3,en117661421.txt,22.039,10,95
2118,19.2,17.06,16.4,15.89,18.4,3,en117661421.txt,22.0717,10,96
2119,18.0,17.06,15.5,14.14,17.8,3,en117661421.txt,22.4943,10,97
2120,13.0,14.72,11.3,10.62,13.7,3,en117661421.txt,15.8283,10,98
2121,14.8,14.5,13.3,13.97,16.4,3,en117661421.txt,17.4947,10,99
2122,22.6,15.85,19.2,18.61,19.5,3,en117661421.txt,22.2638,10,100
2123,15.2,15.55,14.2,13.07,16.8,3,en117661421.txt,17.7626,10,101
2124,11.6,12.75,9.2,10.29,14.0,3,en117661421.txt,13.499,10,102
2125,20.8,16.55,17.3,18.79,20.2,3,en117661421.txt,19.2114,10,103
2126,18.8,16.13,15.9,15.37,18.1,3,en117661421.txt,20.1055,10,104
2127,17.6,17.17,15.1,15.46,16.2,3,en117661421.txt,17.3552,10,105
2128,15.2,16.18,12.5,13.86,14.0,3,en117661421.txt,14.5376,10,106
2129,19.3,13.7,16.8,17.73,18.2,3,en117661421.txt,19.9986,10,107
2130,17.7,16.54,14.5,16.66,16.2,3,en117661421.txt,16.6639,10,108
2131,29.1,11.62,24.7,25.6,20.9,3,en117661421.txt,29.97,10,109
2132,12.4,10.16,10.9,12.93,14.4,3,en117661421.txt,15.9427,10,110
2133,15.7,12.83,14.3,15.48,16.6,3,en117661421.txt,16.4292,10,111
2134,14.4,13.17,12.6,11.01,16.0,3,en117661421.txt,16.4198,10,112
2135,14.7,17.9,13.2,9.09,14.1,3,en117661421.txt,18.0141,10,113
