,ARI,CLI,FKGL,GFI,SMOG,complexity,document,fog,length_of_chunk,number_of_chunk
1483,15.0,10.86,12.6,12.96,12.3,3,en115002482.txt,13.4402,10,67
1484,12.0,12.35,10.0,9.93,12.3,3,en115002482.txt,12.159,10,68
1485,14.2,10.62,11.9,11.31,11.0,3,en115002482.txt,10.9584,10,69
1486,39.9,12.15,33.0,33.83,22.2,3,en115002482.txt,31.4567,10,70
1487,30.0,10.64,24.8,26.0,17.8,3,en115002482.txt,26.8991,10,71
1488,22.9,10.69,19.1,18.66,15.5,3,en115002482.txt,18.326,10,72
1489,37.1,11.34,30.2,31.2,20.0,3,en115002482.txt,26.3081,10,73
1490,58.0,10.93,45.5,48.17,22.9,3,en115002482.txt,43.5863,10,74
1491,30.6,11.39,24.8,26.3,18.5,3,en115002482.txt,27.0432,10,75
1492,25.4,10.69,21.3,22.04,16.6,3,en115002482.txt,23.1804,10,76
1493,21.3,11.21,17.4,18.52,15.7,3,en115002482.txt,16.2925,10,77
1494,22.1,12.08,18.7,19.58,16.6,3,en115002482.txt,20.2718,10,78
1495,24.0,10.46,20.2,20.8,17.1,3,en115002482.txt,14.0889,10,79
1496,18.3,12.54,15.3,15.08,16.1,3,en115002482.txt,15.7385,10,80
1497,25.7,13.19,20.9,20.73,19.8,3,en115002482.txt,24.2966,10,81
1498,23.5,14.81,19.3,19.85,19.3,3,en115002482.txt,21.0764,10,82
1499,18.0,13.82,14.5,15.69,15.2,3,en115002482.txt,15.9198,10,83
1500,19.3,11.04,17.1,17.3,14.7,3,en115002482.txt,14.7035,10,84
1501,16.6,12.42,13.8,14.87,14.0,3,en115002482.txt,12.5501,10,85
1502,12.3,13.22,9.8,9.55,12.9,3,en115002482.txt,13.146,10,86
1503,19.3,12.95,16.1,16.9,16.8,3,en115002482.txt,18.3639,10,87
1504,19.1,11.44,15.7,17.97,15.5,3,en115002482.txt,17.9739,10,88
1505,18.3,12.83,15.3,16.19,15.7,3,en115002482.txt,14.1272,10,89
1506,24.4,13.48,19.8,21.27,16.8,3,en115002482.txt,16.3859,10,90
1507,16.6,14.45,13.8,11.08,16.4,3,en117652377.txt,17.0211,1145,1
1508,16.7,14.51,13.8,11.22,16.4,3,en117652377.txt,16.99,1000,1
1509,16.4,14.57,13.6,11.4,16.1,3,en117652377.txt,16.4548,750,1
1510,15.4,13.64,13.3,11.53,15.4,3,en117652377.txt,15.3583,500,1
1511,17.8,15.26,15.4,12.02,17.3,3,en117652377.txt,18.489,500,2
1512,15.5,13.64,13.4,11.68,15.4,3,en117652377.txt,15.3164,450,1
1513,17.5,15.32,15.0,12.06,16.9,3,en117652377.txt,17.7969,450,2
1514,15.5,13.81,13.3,11.73,15.4,3,en117652377.txt,15.5532,400,1
1515,17.1,15.44,14.7,11.86,16.7,3,en117652377.txt,17.3404,400,2
1516,15.6,13.99,13.2,11.66,15.5,3,en117652377.txt,15.5961,350,1
1517,17.1,14.92,15.0,12.37,16.6,3,en117652377.txt,17.2501,350,2
1518,17.4,14.74,15.4,12.03,17.1,3,en117652377.txt,18.2634,350,3
1519,15.9,14.22,13.4,11.93,15.8,3,en117652377.txt,15.8279,300,1
1520,15.5,13.41,13.4,12.13,15.4,3,en117652377.txt,15.5429,300,2
1521,18.0,15.79,15.2,12.43,17.3,3,en117652377.txt,18.2996,300,3
1522,16.6,14.39,13.8,12.56,16.2,3,en117652377.txt,16.2267,250,1
1523,14.1,12.53,11.6,11.56,14.5,3,en117652377.txt,14.4423,250,2
1524,18.3,16.19,15.2,12.65,17.3,3,en117652377.txt,18.4784,250,3
1525,17.4,14.39,15.6,12.48,17.2,3,en117652377.txt,18.5108,250,4
1526,16.7,14.51,13.8,12.88,16.3,3,en117652377.txt,16.7627,200,1
1527,14.2,12.71,11.6,11.44,14.4,3,en117652377.txt,14.2515,200,2
1528,16.0,13.87,13.6,12.72,16.0,3,en117652377.txt,15.9542,200,3
1529,18.1,16.83,15.8,12.03,17.3,3,en117652377.txt,18.6453,200,4
1530,18.1,14.22,15.0,13.09,17.5,3,en117652377.txt,19.0102,200,5
1531,16.9,14.63,13.9,13.32,16.7,3,en117652377.txt,17.2798,150,1
1532,14.8,13.46,12.8,11.68,14.8,3,en117652377.txt,14.2428,150,2
1533,14.5,12.36,12.2,12.46,14.5,3,en117652377.txt,14.2539,150,3
1534,16.3,14.39,14.7,12.71,16.2,3,en117652377.txt,16.75,150,4
1535,19.1,17.18,16.4,12.65,17.7,3,en117652377.txt,19.2672,150,5
1536,16.9,14.34,15.2,13.25,16.8,3,en117652377.txt,17.301,150,6
1537,18.0,14.8,15.8,12.66,17.8,3,en117652377.txt,19.6683,150,7
1538,17.6,14.57,14.6,14.1,17.2,3,en117652377.txt,18.1674,100,1
1539,15.7,14.16,13.0,12.63,15.3,3,en117652377.txt,15.2713,100,2
1540,14.1,13.23,12.4,11.36,14.6,3,en117652377.txt,13.8162,100,3
1541,14.3,12.24,11.9,12.33,14.3,3,en117652377.txt,14.7407,100,4
1542,14.9,13.06,13.2,13.04,15.2,3,en117652377.txt,14.5627,100,5
1543,17.1,14.57,15.2,13.75,16.6,3,en117652377.txt,17.2394,100,6
1544,19.9,17.64,16.7,13.32,18.4,3,en117652377.txt,20.4589,100,7
1545,16.0,15.49,13.7,12.0,16.0,3,en117652377.txt,16.6333,100,8
1546,18.1,13.93,15.3,14.66,17.2,3,en117652377.txt,17.7729,100,9
1547,18.1,14.45,16.1,12.95,17.8,3,en117652377.txt,20.199,100,10
1548,17.4,14.57,14.5,13.58,17.2,3,en117652377.txt,18.194,100,11
1549,17.5,14.57,15.7,14.07,17.5,3,en117652377.txt,18.3975,75,1
1550,16.4,14.68,13.4,13.89,15.8,3,en117652377.txt,16.0961,75,2
1551,16.2,14.34,13.5,13.14,15.4,3,en117652377.txt,14.9131,75,3
1552,13.3,12.71,10.9,11.33,14.2,3,en117652377.txt,13.5793,75,4
1553,14.8,12.82,11.9,12.48,14.5,3,en117652377.txt,14.7452,75,5
1554,14.2,11.55,12.6,13.45,14.6,3,en117652377.txt,13.7474,75,6
1555,15.4,14.1,14.0,12.86,15.6,3,en117652377.txt,16.2271,75,7
1556,17.3,14.34,15.4,14.12,16.8,3,en117652377.txt,17.2587,75,8
1557,19.6,17.53,16.6,13.82,18.4,3,en117652377.txt,20.6766,75,9
1558,18.5,16.77,15.1,12.91,17.0,3,en117652377.txt,17.7505,75,10
1559,14.8,15.03,12.9,11.76,15.4,3,en117652377.txt,16.1426,75,11
1560,19.7,14.05,16.7,16.35,18.2,3,en117652377.txt,18.6734,75,12
1561,19.1,14.57,15.8,14.04,18.5,3,en117652377.txt,21.1209,75,13
1562,16.9,15.44,14.7,12.53,17.1,3,en117652377.txt,18.1523,75,14
1563,16.0,13.06,14.3,13.92,16.1,3,en117652377.txt,17.2233,75,15
1564,17.9,14.39,15.0,14.74,18.0,3,en117652377.txt,18.8998,50,1
1565,17.4,14.74,15.5,14.93,16.5,3,en117652377.txt,17.4155,50,2
1566,15.5,14.56,13.6,13.08,15.5,3,en117652377.txt,15.5185,50,3
1567,16.0,14.1,13.6,13.45,15.2,3,en117652377.txt,15.1296,50,4
1568,15.9,13.99,13.5,13.23,15.6,3,en117652377.txt,13.9188,50,5
1569,12.6,12.41,10.3,10.92,13.7,3,en117652377.txt,13.7178,50,6
1570,13.5,12.24,11.3,11.66,13.5,3,en117652377.txt,14.16,50,7
1571,14.9,12.6,12.3,13.54,14.9,3,en117652377.txt,15.3079,50,8
1572,15.1,11.9,13.0,14.26,15.2,3,en117652377.txt,13.3063,50,9
1573,14.9,13.69,12.6,12.99,15.3,3,en117652377.txt,15.7313,50,10
1574,17.9,14.34,15.9,15.15,16.8,3,en117652377.txt,17.3409,50,11
1575,16.4,14.8,14.5,13.74,16.4,3,en117652377.txt,17.1604,50,12
1576,18.9,16.31,15.6,14.92,17.8,3,en117652377.txt,20.1968,50,13
1577,21.0,19.21,17.8,13.23,19.0,3,en117652377.txt,20.8432,50,14
1578,17.1,16.02,14.5,12.97,16.1,3,en117652377.txt,16.6512,50,15
1579,15.0,15.26,12.9,12.31,15.9,3,en117652377.txt,16.7323,50,16
1580,16.9,13.29,14.8,14.32,16.5,3,en117652377.txt,18.1481,50,17
1581,19.5,14.92,17.0,16.43,18.0,3,en117652377.txt,17.41,50,18
1582,19.2,13.53,16.6,15.29,18.5,3,en117652377.txt,20.5723,50,19
1583,17.3,15.9,14.6,11.85,17.2,3,en117652377.txt,19.9198,50,20
1584,17.9,15.61,15.4,13.76,17.9,3,en117652377.txt,18.5726,50,21
1585,16.9,13.64,14.7,14.81,16.5,3,en117652377.txt,17.8958,50,22
1586,17.9,14.74,14.7,14.79,17.9,3,en117652377.txt,18.6941,40,1
1587,17.4,13.76,15.0,15.0,17.0,3,en117652377.txt,18.1485,40,2
1588,16.4,15.72,13.8,14.39,15.9,3,en117652377.txt,15.8034,40,3
1589,15.8,14.1,13.2,13.74,15.5,3,en117652377.txt,15.9345,40,4
1590,16.2,14.16,13.7,13.66,15.2,3,en117652377.txt,15.1581,40,5
1591,16.0,14.22,13.4,12.97,15.4,3,en117652377.txt,13.6524,40,6
1592,13.5,12.47,11.2,12.01,14.2,3,en117652377.txt,14.0211,40,7
1593,14.0,13.23,12.2,12.27,14.6,3,en117652377.txt,15.0205,40,8
1594,13.9,12.65,11.4,11.89,13.8,3,en117652377.txt,14.0072,40,9
1595,13.6,11.49,11.9,12.95,14.1,3,en117652377.txt,14.7037,40,10
1596,16.2,12.31,13.7,15.06,15.7,3,en117652377.txt,14.4909,40,11
1597,15.1,14.5,13.4,13.8,15.7,3,en117652377.txt,14.554,40,12
1598,15.0,13.63,12.8,13.0,15.1,3,en117652377.txt,16.4191,40,13
1599,17.4,13.18,15.0,15.52,16.8,3,en117652377.txt,16.5973,40,14
1600,17.0,15.32,14.7,14.35,16.6,3,en117652377.txt,17.8459,40,15
1601,19.3,16.31,15.9,15.25,18.0,3,en117652377.txt,20.9006,40,16
1602,20.2,19.38,17.0,13.39,18.9,3,en117652377.txt,20.6044,40,17
1603,19.3,17.47,16.4,13.11,17.2,3,en117652377.txt,18.0265,40,18
1604,17.8,15.96,15.0,14.28,16.6,3,en117652377.txt,17.5559,40,19
1605,13.8,14.27,12.5,12.1,15.5,3,en117652377.txt,16.267,40,20
1606,15.5,13.69,13.1,13.15,15.4,3,en117652377.txt,16.2648,40,21
1607,21.8,13.88,18.5,18.99,19.4,3,en117652377.txt,19.8176,40,22
1608,17.6,14.63,15.5,14.35,16.8,3,en117652377.txt,17.2756,40,23
1609,20.7,13.36,17.8,16.47,19.3,3,en117652377.txt,21.7808,40,24
1610,16.6,16.01,13.8,11.57,16.9,3,en117652377.txt,19.9143,40,25
1611,17.2,15.73,14.8,13.53,17.5,3,en117652377.txt,17.8441,40,26
1612,17.8,15.73,15.2,14.32,17.0,3,en117652377.txt,18.2518,40,27
1613,16.1,11.26,14.4,15.52,16.2,3,en117652377.txt,17.846,40,28
1614,18.7,14.57,15.4,15.78,18.3,3,en117652377.txt,19.1805,30,1
1615,15.5,14.1,13.2,13.23,16.6,3,en117652377.txt,17.2859,30,2
1616,18.7,14.57,15.4,16.6,17.0,3,en117652377.txt,18.3673,30,3
1617,16.0,15.66,13.5,14.24,15.8,3,en117652377.txt,15.4923,30,4
1618,16.0,14.22,13.3,13.8,15.5,3,en117652377.txt,16.2448,30,5
1619,15.7,13.35,12.6,14.1,15.6,3,en117652377.txt,15.4866,30,6
1620,15.6,15.37,12.2,12.81,14.6,3,en117652377.txt,14.4759,30,7
1621,17.2,13.58,13.6,14.0,15.8,3,en117652377.txt,13.4439,30,8
1622,14.7,13.06,12.0,13.29,14.9,3,en117652377.txt,14.9171,30,9
1623,11.2,12.11,10.4,11.06,13.2,3,en117652377.txt,13.086,30,10
1624,14.9,12.82,13.1,12.89,14.6,3,en117652377.txt,15.559,30,11
1625,14.3,12.76,11.6,12.03,13.9,3,en117652377.txt,13.9902,30,12
1626,14.1,11.9,12.2,13.09,14.4,3,en117652377.txt,14.7925,30,13
1627,14.6,11.32,13.1,14.81,14.7,3,en117652377.txt,15.2012,30,14
1628,13.6,12.47,11.2,13.26,14.6,3,en117652377.txt,12.4358,30,15
1629,16.3,15.49,13.7,14.42,16.4,3,en117652377.txt,16.1979,30,16
1630,14.6,13.05,12.8,12.45,14.6,3,en117652377.txt,16.1958,30,17
1631,16.7,14.22,15.1,15.51,16.8,3,en117652377.txt,17.4348,30,18
1632,15.8,13.06,13.8,14.96,15.6,3,en117652377.txt,14.8441,30,19
1633,17.9,15.55,15.3,14.76,17.2,3,en117652377.txt,19.1412,30,20
1634,19.2,16.25,15.9,15.19,18.0,3,en117652377.txt,21.28,30,21
1635,17.9,17.06,15.3,14.24,17.3,3,en117652377.txt,18.6373,30,22
1636,22.9,20.19,19.7,14.34,20.2,3,en117652377.txt,22.0533,30,23
1637,18.0,16.6,14.8,12.87,16.4,3,en117652377.txt,17.0593,30,24
1638,17.4,15.38,15.1,14.59,16.5,3,en117652377.txt,17.211,30,25
1639,16.3,15.32,14.0,13.58,16.3,3,en117652377.txt,16.9107,30,26
1640,14.9,15.54,13.6,12.37,15.9,3,en117652377.txt,17.1742,30,27
1641,14.6,12.71,13.1,13.35,14.8,3,en117652377.txt,15.619,30,28
1642,21.0,13.53,18.0,18.56,18.9,3,en117652377.txt,21.2203,30,29
1643,19.5,14.97,16.8,16.53,18.0,3,en117652377.txt,16.4007,30,30
1644,19.6,12.83,17.3,16.64,18.2,3,en117652377.txt,20.7167,30,31
1645,19.6,14.81,17.2,14.61,18.8,3,en117652377.txt,20.5354,30,32
1646,16.7,16.48,14.6,11.5,16.9,3,en117652377.txt,20.4166,30,33
1647,17.3,15.44,15.0,13.46,17.4,3,en117652377.txt,18.5383,30,34
1648,18.1,15.55,15.6,14.69,18.0,3,en117652377.txt,18.5605,30,35
1649,16.8,15.9,14.4,14.21,16.2,3,en117652377.txt,17.1124,30,36
1650,16.9,11.56,15.0,16.17,16.4,3,en117652377.txt,18.7462,30,37
1651,13.4,13.0,12.1,11.46,15.4,3,en117652377.txt,14.9172,30,38
1652,18.2,14.8,16.0,15.46,18.3,3,en117652377.txt,18.6373,20,1
1653,17.7,14.68,14.5,15.34,17.5,3,en117652377.txt,18.7523,20,2
1654,15.3,13.52,13.5,13.84,16.6,3,en117652377.txt,17.28,20,3
1655,19.4,14.28,16.4,17.56,17.3,3,en117652377.txt,19.2031,20,4
1656,17.8,15.79,15.1,16.13,16.5,3,en117652377.txt,17.1962,20,5
1657,14.9,15.77,12.2,12.89,15.3,3,en117652377.txt,14.7878,20,6
1658,16.1,14.45,14.2,13.74,15.7,3,en117652377.txt,16.4924,20,7
1659,15.6,13.52,13.5,14.37,15.2,3,en117652377.txt,15.507,20,8
1660,16.0,13.12,13.0,14.87,15.8,3,en117652377.txt,15.7178,20,9
1661,16.5,15.32,13.2,13.45,14.6,3,en117652377.txt,14.5801,20,10
1662,16.7,15.32,13.2,14.33,16.1,3,en117652377.txt,15.0732,20,11
1663,15.3,13.0,12.4,12.66,14.6,3,en117652377.txt,12.1376,20,12
1664,13.9,12.18,11.8,14.0,14.4,3,en117652377.txt,13.7304,20,13
1665,13.2,12.82,10.7,11.0,14.1,3,en117652377.txt,14.3249,20,14
1666,12.0,13.16,10.6,12.19,13.8,3,en117652377.txt,14.0674,20,15
1667,15.9,13.41,13.8,13.98,15.2,3,en117652377.txt,16.2728,20,16
1668,12.7,11.66,11.1,11.32,12.6,3,en117652377.txt,13.2933,20,17
1669,15.1,13.63,11.6,13.0,14.9,3,en117652377.txt,14.7604,20,18
1670,14.5,12.53,11.9,13.43,14.8,3,en117652377.txt,14.7011,20,19
1671,12.8,10.62,11.9,13.1,13.5,3,en117652377.txt,14.7759,20,20
1672,16.1,11.26,14.3,15.93,15.3,3,en117652377.txt,15.5931,20,21
1673,15.6,14.1,13.1,14.55,15.8,3,en117652377.txt,14.2417,20,22
1674,10.3,9.68,10.1,11.56,12.9,3,en117652377.txt,9.2143,20,23
1675,17.0,16.19,15.0,14.88,16.7,3,en117652377.txt,18.3308,20,24
1676,13.3,11.78,12.6,12.33,14.0,3,en117652377.txt,15.7088,20,25
1677,17.0,15.72,14.3,14.74,16.2,3,en117652377.txt,17.3476,20,26
1678,17.0,13.52,14.6,16.05,16.9,3,en117652377.txt,17.5098,20,27
1679,17.1,12.83,15.0,16.01,16.3,3,en117652377.txt,15.6416,20,28
1680,13.1,12.94,11.7,14.13,14.3,3,en117652377.txt,13.9,20,29
1681,19.6,16.48,17.3,15.87,18.2,3,en117652377.txt,21.2081,20,30
1682,18.9,16.83,16.5,14.8,18.2,3,en117652377.txt,22.2479,20,31
1683,19.8,15.73,16.7,16.97,17.7,3,en117652377.txt,19.4962,20,32
1684,17.3,17.64,14.4,13.96,16.9,3,en117652377.txt,18.2392,20,33
1685,22.8,20.43,19.6,14.85,20.6,3,en117652377.txt,22.699,20,34
1686,21.1,17.82,17.6,15.29,18.5,3,en117652377.txt,20.0169,20,35
1687,16.8,16.77,13.6,12.57,15.4,3,en117652377.txt,15.8,20,36
1688,19.0,15.61,16.2,15.73,17.1,3,en117652377.txt,18.1306,20,37
1689,16.7,16.07,13.8,14.1,16.2,3,en117652377.txt,17.07,20,38
1690,14.8,14.1,12.5,13.65,15.8,3,en117652377.txt,16.0051,20,39
1691,13.1,14.61,12.7,12.24,15.3,3,en117652377.txt,16.824,20,40
1692,14.8,14.79,13.0,12.46,14.7,3,en117652377.txt,15.4988,20,41
1693,16.5,13.06,14.5,15.2,16.1,3,en117652377.txt,17.1085,20,42
1694,23.4,13.13,20.4,20.91,19.7,3,en117652377.txt,23.3562,20,43
1695,20.1,16.02,18.0,18.42,18.9,3,en117652377.txt,17.0272,20,44
1696,17.7,14.8,15.5,15.01,16.7,3,en117652377.txt,16.5085,20,45
1697,17.4,14.45,14.3,14.76,16.8,3,en117652377.txt,18.0192,20,46
1698,20.7,12.78,18.3,17.89,19.4,3,en117652377.txt,22.7561,20,47
1699,20.9,14.05,17.5,15.98,19.1,3,en117652377.txt,20.8,20,48
1700,18.0,17.06,15.3,13.38,17.9,3,en117652377.txt,21.8658,20,49
1701,15.1,14.79,13.4,11.97,15.7,3,en117652377.txt,17.7356,20,50
1702,17.6,15.73,15.1,14.32,17.7,3,en117652377.txt,18.5956,20,51
1703,16.8,15.73,14.4,14.33,17.4,3,en117652377.txt,17.0656,20,52
1704,18.1,16.71,14.9,14.36,17.1,3,en117652377.txt,18.6769,20,53
1705,17.5,14.8,15.6,15.61,16.8,3,en117652377.txt,17.8912,20,54
1706,17.8,11.62,15.7,17.4,17.0,3,en117652377.txt,19.5345,20,55
1707,14.2,11.2,13.0,14.19,15.3,3,en117652377.txt,16.1447,20,56
1708,13.7,14.09,11.3,9.89,15.3,3,en117652377.txt,15.5271,20,57
1709,18.6,14.22,16.7,15.73,18.5,3,en117652377.txt,19.7714,10,1
1710,17.9,15.61,15.3,17.45,18.1,3,en117652377.txt,17.5271,10,2
1711,19.7,14.46,16.4,17.88,18.4,3,en117652377.txt,20.3446,10,3
1712,15.9,15.08,13.7,14.46,16.5,3,en117652377.txt,17.3707,10,4
1713,18.2,13.41,16.1,16.75,18.2,3,en117652377.txt,19.8,10,5
1714,12.7,13.74,12.0,12.9,14.8,3,en117652377.txt,14.8751,10,6
1715,18.0,15.26,15.7,16.97,16.8,3,en117652377.txt,17.9276,10,7
1716,21.2,13.36,18.4,19.77,17.8,3,en117652377.txt,20.6666,10,8
1717,17.4,16.19,14.6,15.97,16.3,3,en117652377.txt,16.8456,10,9
1718,18.2,15.5,15.6,17.1,16.6,3,en117652377.txt,17.5616,10,10
1719,13.6,15.88,11.9,11.83,13.5,3,en117652377.txt,10.751,10,11
1720,16.0,15.78,13.3,14.17,16.4,3,en117652377.txt,17.8092,10,12
1721,17.8,15.26,15.2,14.53,16.3,3,en117652377.txt,17.7858,10,13
1722,14.1,13.69,11.8,13.91,15.0,3,en117652377.txt,15.2807,10,14
1723,16.0,13.23,13.9,14.64,15.2,3,en117652377.txt,15.9751,10,15
1724,15.2,13.52,11.9,14.29,15.2,3,en117652377.txt,15.0314,10,16
1725,16.2,14.28,13.7,15.2,16.3,3,en117652377.txt,17.732,10,17
1726,15.9,11.78,13.6,15.32,15.1,3,en117652377.txt,13.5275,10,18
1727,17.8,14.22,15.0,14.65,14.7,3,en117652377.txt,16.0733,10,19
1728,15.7,16.64,12.3,13.85,14.6,3,en117652377.txt,13.7221,10,20
1729,14.2,15.65,11.6,12.92,14.6,3,en117652377.txt,14.7817,10,21
1730,21.1,14.81,17.3,18.2,17.9,3,en117652377.txt,15.776,10,22
1731,14.8,13.05,11.9,12.44,13.9,3,en117652377.txt,12.4,10,23
1732,16.0,12.6,13.2,14.38,15.7,3,en117652377.txt,12.1345,10,24
1733,15.5,13.18,13.6,16.63,16.2,3,en117652377.txt,14.9676,10,25
1734,12.6,11.49,10.0,12.45,12.7,3,en117652377.txt,12.6171,10,26
1735,16.2,14.05,13.7,13.53,15.8,3,en117652377.txt,17.0671,10,27
1736,9.7,10.66,8.9,9.65,12.2,3,en117652377.txt,11.0272,10,28
1737,12.0,12.7,10.9,12.9,13.8,3,en117652377.txt,14.1343,10,29
1738,12.1,13.33,10.2,14.04,13.7,3,en117652377.txt,14.1522,10,30
1739,19.0,14.57,15.6,16.06,16.0,3,en117652377.txt,18.1533,10,31
1740,12.5,11.84,11.8,13.06,14.4,3,en117652377.txt,14.5333,10,32
1741,12.6,12.13,10.6,12.19,13.3,3,en117652377.txt,14.0991,10,33
1742,12.9,11.26,10.5,10.65,11.8,3,en117652377.txt,12.693,10,34
1743,9.7,10.43,8.1,10.04,11.4,3,en117652377.txt,11.1032,10,35
1744,18.8,15.67,14.5,15.47,17.4,3,en117652377.txt,17.7144,10,36
1745,15.1,13.34,12.8,14.98,15.3,3,en117652377.txt,14.7666,10,37
1746,14.1,12.07,12.2,13.35,14.3,3,en117652377.txt,14.7652,10,38
1747,13.3,10.45,11.4,13.51,13.6,3,en117652377.txt,15.191,10,39
1748,12.3,11.14,11.1,13.83,13.5,3,en117652377.txt,14.4364,10,40
1749,15.8,11.9,13.7,15.96,15.5,3,en117652377.txt,17.6881,10,41
1750,16.8,10.75,14.1,16.75,15.0,3,en117652377.txt,13.2883,10,42
1751,17.6,14.63,14.5,16.09,16.2,3,en117652377.txt,16.3951,10,43
1752,12.2,12.29,12.2,13.39,15.1,3,en117652377.txt,12.5483,10,44
1753,7.2,6.96,6.9,10.32,10.8,3,en117652377.txt,7.2358,10,45
1754,13.0,12.13,12.0,13.12,14.6,3,en117652377.txt,10.8588,10,46
1755,18.2,16.77,15.7,17.25,17.5,3,en117652377.txt,19.7612,10,47
1756,15.7,15.84,13.2,13.57,15.9,3,en117652377.txt,16.7819,10,48
1757,11.9,11.95,11.1,11.34,13.5,3,en117652377.txt,16.3306,10,49
1758,15.7,11.67,13.7,14.25,14.8,3,en117652377.txt,15.1744,10,50
1759,17.6,16.13,14.7,14.26,15.9,3,en117652377.txt,17.3696,10,51
1760,16.3,15.61,14.0,16.22,16.5,3,en117652377.txt,17.345,10,52
1761,17.8,14.22,16.0,16.5,17.2,3,en117652377.txt,18.5808,10,53
1762,16.2,12.71,14.3,16.23,16.5,3,en117652377.txt,16.414,10,54
1763,21.2,13.47,17.8,18.91,17.4,3,en117652377.txt,17.1833,10,55
1764,13.2,12.01,11.2,15.33,15.2,3,en117652377.txt,14.0991,10,56
1765,13.2,13.28,12.4,15.31,14.2,3,en117652377.txt,13.5833,10,57
1766,13.2,12.36,11.0,13.99,14.4,3,en117652377.txt,14.3108,10,58
1767,21.6,17.88,18.0,17.87,19.1,3,en117652377.txt,21.2192,10,59
1768,17.8,15.44,15.5,15.65,17.4,3,en117652377.txt,21.2191,10,60
1769,17.0,16.48,15.1,15.49,17.5,3,en117652377.txt,22.778,10,61
1770,21.4,17.18,17.3,16.89,19.3,3,en117652377.txt,21.7333,10,62
1771,20.3,15.44,16.4,17.84,17.4,3,en117652377.txt,19.3968,10,63
1772,19.5,16.42,15.8,17.34,18.0,3,en117652377.txt,19.7774,10,64
1773,17.3,16.01,14.3,16.68,17.0,3,en117652377.txt,17.4072,10,65
1774,17.6,19.25,14.7,13.86,16.9,3,en117652377.txt,19.339,10,66
1775,22.1,19.96,19.3,15.3,19.8,3,en117652377.txt,22.413,10,67
1776,23.6,20.89,20.0,17.02,21.4,3,en117652377.txt,23.0107,10,68
1777,23.0,19.85,18.8,16.7,19.5,3,en117652377.txt,20.7343,10,69
1778,19.3,15.96,16.3,15.46,17.5,3,en117652377.txt,19.4364,10,70
1779,15.5,16.42,12.7,12.33,13.8,3,en117652377.txt,13.6286,10,71
1780,18.1,17.35,15.6,15.77,16.9,3,en117652377.txt,17.7111,10,72
1781,21.8,16.02,18.2,18.74,18.5,3,en117652377.txt,20.925,10,73
1782,15.8,15.03,14.0,14.56,15.5,3,en117652377.txt,15.18,10,74
1783,14.2,14.45,12.9,13.68,15.1,3,en117652377.txt,15.4035,10,75
1784,18.9,17.64,15.9,15.83,17.1,3,en117652377.txt,18.5903,10,76
1785,16.7,14.22,14.1,16.2,16.8,3,en117652377.txt,17.9845,10,77
1786,12.7,13.98,10.6,12.52,14.6,3,en117652377.txt,14.1307,10,78
1787,15.7,14.56,14.0,14.68,16.8,3,en117652377.txt,18.0956,10,79
1788,12.0,14.92,12.2,11.91,13.5,3,en117652377.txt,20.9553,10,80
1789,18.2,16.95,14.5,14.53,17.1,3,en117652377.txt,18.2457,10,81
1790,11.4,12.24,9.4,11.16,12.3,3,en117652377.txt,12.2571,10,82
1791,18.2,15.38,15.4,16.72,16.6,3,en117652377.txt,17.0168,10,83
1792,15.0,10.91,13.7,14.7,15.5,3,en117652377.txt,17.212,10,84
1793,24.5,12.43,20.6,22.23,20.5,3,en117652377.txt,25.3273,10,85
1794,22.5,13.59,19.1,20.23,19.0,3,en117652377.txt,21.2702,10,86
1795,17.0,15.84,15.6,15.76,17.0,3,en117652377.txt,17.5278,10,87
1796,27.8,16.15,22.8,26.01,22.9,3,en117652377.txt,16.6824,10,88
1797,14.0,12.47,12.8,13.71,14.4,3,en117652377.txt,11.9581,10,89
1798,20.1,15.9,17.8,16.65,18.2,3,en117652377.txt,20.1842,10,90
1799,13.1,13.17,11.9,13.07,14.1,3,en117652377.txt,14.0889,10,91
1800,21.2,15.39,17.9,17.66,19.1,3,en117652377.txt,21.3423,10,92
1801,25.5,11.16,22.2,23.24,20.6,3,en117652377.txt,26.5922,10,93
1802,17.8,16.6,15.5,14.84,18.1,3,en117652377.txt,20.693,10,94
1803,20.8,13.12,17.9,16.99,19.8,3,en117652377.txt,21.1398,10,95
1804,21.0,14.92,17.0,16.36,18.5,3,en117652377.txt,20.4885,10,96
1805,17.8,18.39,15.2,13.73,17.5,3,en117652377.txt,23.0928,10,97
1806,18.8,16.13,16.9,16.24,18.3,3,en117652377.txt,21.0967,10,98
1807,13.7,14.73,12.0,10.83,14.6,3,en117652377.txt,17.1561,10,99
1808,16.9,14.86,15.0,15.43,16.9,3,en117652377.txt,18.4231,10,100
1809,19.6,15.84,16.6,16.34,18.1,3,en117652377.txt,19.6188,10,101
1810,15.6,15.2,14.7,13.83,17.2,3,en117652377.txt,17.8292,10,102
1811,14.1,14.62,11.6,13.45,16.0,3,en117652377.txt,15.4222,10,103
1812,19.5,16.37,16.2,17.23,18.7,3,en117652377.txt,18.6056,10,104
1813,20.7,15.62,17.8,17.84,19.1,3,en117652377.txt,21.4544,10,105
1814,16.6,18.79,13.1,12.9,14.8,3,en117652377.txt,16.1713,10,106
1815,14.8,15.2,11.9,13.71,14.6,3,en117652377.txt,14.555,10,107
