,complexity,length_of_chunk,std,variance
0,3,1000,0.0,0.0
1,3,750,0.0,0.0
2,3,500,0.11064999999999969,0.012243422499999932
3,3,450,0.1189,0.01413721
4,3,400,0.021700000000000053,0.0004708900000000023
5,3,350,0.3192738740746994,0.10193580666666702
6,3,300,0.12934636532281157,0.016730482222222235
7,3,250,0.24322017288868097,0.05915605249999987
8,3,200,0.29054514554540406,0.08441648160000004
9,3,150,0.5488362113953268,0.3012211869387758
10,3,100,0.6333226685342465,0.40109760247933895
11,3,75,0.8696198155260466,0.7562386235555553
12,3,50,0.8639747235862097,0.7464523229958676
13,3,40,1.0592772420911558,1.1220682756122453
14,3,30,1.164785168465785,1.356724488677867
15,3,20,1.5428683099132907,2.3804426217346943
16,3,10,1.9821856535526312,3.929059965149872
17,4,1000,0.0,0.0
18,4,750,0.0,0.0
19,4,500,0.2463500000000005,0.06068832250000025
20,4,450,0.27174999999999994,0.07384806249999996
21,4,400,0.2098999999999993,0.04405800999999971
22,4,350,0.3578360176890467,0.12804661555555577
23,4,300,0.2464592055493163,0.060742140000000146
24,4,250,0.2897129311922402,0.08393358249999969
25,4,200,0.29383589569690105,0.08633953360000013
26,4,150,0.35565299873641454,0.1264890555102041
27,4,100,0.514422932569806,0.26463095355371913
28,4,75,0.6521180658609468,0.4252579718222221
29,4,50,0.6349284330725528,0.4031341151239671
30,4,40,0.7612496806071513,0.5795010762244898
31,4,30,0.9881882312198431,0.9765159803214022
32,4,20,1.1831525324103311,1.3998499149489798
33,4,10,1.594831402109182,2.5434872011535394
34,5,1000,0.0,0.0
35,5,750,0.0,0.0
36,5,500,0.3642000000000003,0.13264164000000023
37,5,450,0.34825000000000017,0.12127806250000012
38,5,400,0.27749999999999986,0.07700624999999992
39,5,350,0.42065041965455824,0.17694677555555596
40,5,300,0.3525735195199246,0.12430808666666666
41,5,250,0.414288745924868,0.1716351649999998
42,5,200,0.39116619792615015,0.15301099440000007
43,5,150,0.41482475768911914,0.17207957959183642
44,5,100,0.4996862958045536,0.24968639421487582
45,5,75,0.6212789083459662,0.38598748195555543
46,5,50,0.560251547989645,0.3138817970247936
47,5,40,0.6910902056788275,0.47760567238520407
48,5,30,0.8077724759484733,0.6524963728999269
49,5,20,0.9772950124330578,0.9551055413265307
50,5,10,1.3477930911279916,1.8165462164923467
51,3,750,0.0,0.0
52,3,500,0.0,0.0
53,3,450,0.0,0.0
54,3,400,0.0,0.0
55,3,350,1.1202500000000004,1.254960062500001
56,3,300,1.3722500000000002,1.8830700625000005
57,3,250,1.0247784291684172,1.0501708288888887
58,3,200,1.4370902786147048,2.06522846888889
59,3,150,1.5186114731556588,2.3061808064
60,3,100,1.6836414815415268,2.8346486383673475
61,3,75,1.7384554111049269,3.0222272164
62,3,50,2.2080506234736155,4.875487555822222
63,3,40,2.335787140246931,5.455901564542935
64,3,30,2.3854843518950393,5.690535593136095
65,3,20,2.872949474105428,8.253838680762655
66,3,10,3.6655882993681477,13.436537580464668
67,4,750,0.0,0.0
