,GFI,complexity,document,length_of_chunk,number_of_chunk
409,13.4594,3,en119716549.txt,100,8
410,13.967,3,en119716549.txt,100,9
411,13.2073,3,en119716549.txt,100,10
412,11.9148,3,en119716549.txt,100,11
413,13.3475,3,en119716549.txt,100,12
414,11.489,3,en119716549.txt,100,13
415,11.066,3,en119716549.txt,100,14
416,9.8893,3,en119716549.txt,100,15
417,9.451,3,en119716549.txt,100,16
418,10.3799,3,en119716549.txt,100,17
419,11.2134,3,en119716549.txt,100,18
420,10.5566,3,en119716549.txt,100,19
421,11.0423,3,en119716549.txt,100,20
422,13.4545,3,en119716549.txt,100,21
423,16.675,3,en119716549.txt,75,1
424,15.6696,3,en119716549.txt,75,2
425,14.8948,3,en119716549.txt,75,3
426,16.3566,3,en119716549.txt,75,4
427,13.7981,3,en119716549.txt,75,5
428,15.263,3,en119716549.txt,75,6
429,12.4476,3,en119716549.txt,75,7
430,13.093,3,en119716549.txt,75,8
431,15.6236,3,en119716549.txt,75,9
432,11.8595,3,en119716549.txt,75,10
433,14.436,3,en119716549.txt,75,11
434,13.817,3,en119716549.txt,75,12
435,12.8367,3,en119716549.txt,75,13
436,12.6917,3,en119716549.txt,75,14
437,13.044,3,en119716549.txt,75,15
438,12.7737,3,en119716549.txt,75,16
439,11.3936,3,en119716549.txt,75,17
440,11.1685,3,en119716549.txt,75,18
441,10.6345,3,en119716549.txt,75,19
442,10.0872,3,en119716549.txt,75,20
443,9.3831,3,en119716549.txt,75,21
444,9.6937,3,en119716549.txt,75,22
445,11.1982,3,en119716549.txt,75,23
446,11.0615,3,en119716549.txt,75,24
447,11.3511,3,en119716549.txt,75,25
448,10.4473,3,en119716549.txt,75,26
449,11.0101,3,en119716549.txt,75,27
450,13.9106,3,en119716549.txt,75,28
451,17.3538,3,en119716549.txt,50,1
452,14.9798,3,en119716549.txt,50,2
453,16.1518,3,en119716549.txt,50,3
454,15.0855,3,en119716549.txt,50,4
455,15.2472,3,en119716549.txt,50,5
456,16.5892,3,en119716549.txt,50,6
457,14.1486,3,en119716549.txt,50,7
458,15.433,3,en119716549.txt,50,8
459,14.0402,3,en119716549.txt,50,9
460,12.5435,3,en119716549.txt,50,10
461,12.3244,3,en119716549.txt,50,11
462,13.4839,3,en119716549.txt,50,12
463,16.4524,3,en119716549.txt,50,13
464,12.3244,3,en119716549.txt,50,14
465,12.4316,3,en119716549.txt,50,15
466,14.4282,3,en119716549.txt,50,16
467,14.6476,3,en119716549.txt,50,17
468,13.2784,3,en119716549.txt,50,18
469,12.7471,3,en119716549.txt,50,19
470,13.6581,3,en119716549.txt,50,20
471,11.8878,3,en119716549.txt,50,21
472,11.996,3,en119716549.txt,50,22
473,13.7968,3,en119716549.txt,50,23
474,12.8864,3,en119716549.txt,50,24
475,11.2861,3,en119716549.txt,50,25
476,11.7002,3,en119716549.txt,50,26
477,10.8568,3,en119716549.txt,50,27
478,11.2895,3,en119716549.txt,50,28
479,8.967,3,en119716549.txt,50,29
480,10.7644,3,en119716549.txt,50,30
481,10.1667,3,en119716549.txt,50,31
482,8.7025,3,en119716549.txt,50,32
483,9.7755,3,en119716549.txt,50,33
484,10.9594,3,en119716549.txt,50,34
485,10.6337,3,en119716549.txt,50,35
486,11.7931,3,en119716549.txt,50,36
487,12.362,3,en119716549.txt,50,37
488,8.4765,3,en119716549.txt,50,38
489,11.5774,3,en119716549.txt,50,39
490,10.4887,3,en119716549.txt,50,40
491,13.1294,3,en119716549.txt,50,41
492,13.7861,3,en119716549.txt,50,42
493,18.2139,3,en119716549.txt,40,1
494,14.3087,3,en119716549.txt,40,2
495,16.0706,3,en119716549.txt,40,3
496,15.4142,3,en119716549.txt,40,4
497,15.3714,3,en119716549.txt,40,5
498,15.5226,3,en119716549.txt,40,6
499,15.5033,3,en119716549.txt,40,7
500,16.5718,3,en119716549.txt,40,8
501,13.0468,3,en119716549.txt,40,9
502,16.1005,3,en119716549.txt,40,10
503,15.1488,3,en119716549.txt,40,11
504,11.3772,3,en119716549.txt,40,12
505,12.693,3,en119716549.txt,40,13
506,13.1255,3,en119716549.txt,40,14
507,13.0871,3,en119716549.txt,40,15
508,16.3144,3,en119716549.txt,40,16
509,14.51,3,en119716549.txt,40,17
510,13.3171,3,en119716549.txt,40,18
511,10.897,3,en119716549.txt,40,19
512,14.5265,3,en119716549.txt,40,20
513,14.1135,3,en119716549.txt,40,21
514,14.3389,3,en119716549.txt,40,22
515,12.2219,3,en119716549.txt,40,23
516,14.002,3,en119716549.txt,40,24
517,13.1523,3,en119716549.txt,40,25
518,11.7764,3,en119716549.txt,40,26
519,12.8284,3,en119716549.txt,40,27
520,12.7144,3,en119716549.txt,40,28
521,13.4604,3,en119716549.txt,40,29
522,12.4368,3,en119716549.txt,40,30
523,11.5838,3,en119716549.txt,40,31
524,11.0432,3,en119716549.txt,40,32
525,11.7493,3,en119716549.txt,40,33
526,10.1302,3,en119716549.txt,40,34
527,11.7907,3,en119716549.txt,40,35
528,9.0415,3,en119716549.txt,40,36
529,10.8179,3,en119716549.txt,40,37
530,10.2682,3,en119716549.txt,40,38
531,9.1097,3,en119716549.txt,40,39
532,9.0821,3,en119716549.txt,40,40
533,10.3739,3,en119716549.txt,40,41
534,10.2666,3,en119716549.txt,40,42
535,11.4823,3,en119716549.txt,40,43
536,9.7417,3,en119716549.txt,40,44
537,12.1805,3,en119716549.txt,40,45
538,11.9671,3,en119716549.txt,40,46
539,10.1333,3,en119716549.txt,40,47
540,9.8477,3,en119716549.txt,40,48
541,10.6194,3,en119716549.txt,40,49
542,11.3417,3,en119716549.txt,40,50
543,12.8981,3,en119716549.txt,40,51
544,12.0921,3,en119716549.txt,40,52
545,18.5756,3,en119716549.txt,30,1
546,15.6952,3,en119716549.txt,30,2
547,14.4602,3,en119716549.txt,30,3
548,16.078,3,en119716549.txt,30,4
549,15.9251,3,en119716549.txt,30,5
550,13.0731,3,en119716549.txt,30,6
551,16.8651,3,en119716549.txt,30,7
552,15.6898,3,en119716549.txt,30,8
553,15.0032,3,en119716549.txt,30,9
554,17.4796,3,en119716549.txt,30,10
555,15.0555,3,en119716549.txt,30,11
556,12.6511,3,en119716549.txt,30,12
557,16.3494,3,en119716549.txt,30,13
558,15.6316,3,en119716549.txt,30,14
559,12.823,3,en119716549.txt,30,15
560,12.0723,3,en119716549.txt,30,16
561,12.1421,3,en119716549.txt,30,17
562,13.3195,3,en119716549.txt,30,18
563,13.5427,3,en119716549.txt,30,19
564,12.8545,3,en119716549.txt,30,20
565,14.8762,3,en119716549.txt,30,21
566,17.3379,3,en119716549.txt,30,22
567,13.2758,3,en119716549.txt,30,23
568,13.7112,3,en119716549.txt,30,24
569,9.6665,3,en119716549.txt,30,25
570,14.5247,3,en119716549.txt,30,26
571,14.4548,3,en119716549.txt,30,27
572,13.874,3,en119716549.txt,30,28
573,14.1731,3,en119716549.txt,30,29
574,13.5804,3,en119716549.txt,30,30
575,12.4737,3,en119716549.txt,30,31
576,14.0449,3,en119716549.txt,30,32
577,11.7856,3,en119716549.txt,30,33
578,12.4617,3,en119716549.txt,30,34
579,13.142,3,en119716549.txt,30,35
580,13.0564,3,en119716549.txt,30,36
581,11.9198,3,en119716549.txt,30,37
582,14.1194,3,en119716549.txt,30,38
583,12.7665,3,en119716549.txt,30,39
584,12.6338,3,en119716549.txt,30,40
585,12.181,3,en119716549.txt,30,41
586,9.9141,3,en119716549.txt,30,42
587,12.3285,3,en119716549.txt,30,43
588,11.4672,3,en119716549.txt,30,44
589,10.469,3,en119716549.txt,30,45
590,10.3344,3,en119716549.txt,30,46
591,11.8294,3,en119716549.txt,30,47
592,8.625,3,en119716549.txt,30,48
593,10.5093,3,en119716549.txt,30,49
594,10.4325,3,en119716549.txt,30,50
595,11.3764,3,en119716549.txt,30,51
596,7.7641,3,en119716549.txt,30,52
597,9.2194,3,en119716549.txt,30,53
598,8.3394,3,en119716549.txt,30,54
599,10.7922,3,en119716549.txt,30,55
600,11.0758,3,en119716549.txt,30,56
601,11.2237,3,en119716549.txt,30,57
602,10.7159,3,en119716549.txt,30,58
603,10.7444,3,en119716549.txt,30,59
604,12.0455,3,en119716549.txt,30,60
605,11.8526,3,en119716549.txt,30,61
606,11.694,3,en119716549.txt,30,62
607,8.6304,3,en119716549.txt,30,63
608,10.4218,3,en119716549.txt,30,64
609,11.7688,3,en119716549.txt,30,65
610,9.6087,3,en119716549.txt,30,66
611,11.6704,3,en119716549.txt,30,67
612,13.3088,3,en119716549.txt,30,68
613,12.8798,3,en119716549.txt,30,69
614,14.6994,3,en119716549.txt,30,70
615,18.9295,3,en119716549.txt,20,1
616,17.475,3,en119716549.txt,20,2
617,15.0,3,en119716549.txt,20,3
618,13.6246,3,en119716549.txt,20,4
619,15.6474,3,en119716549.txt,20,5
620,16.49,3,en119716549.txt,20,6
621,15.9841,3,en119716549.txt,20,7
622,14.8808,3,en119716549.txt,20,8
623,12.6396,3,en119716549.txt,20,9
624,17.7454,3,en119716549.txt,20,10
625,15.0052,3,en119716549.txt,20,11
626,16.0404,3,en119716549.txt,20,12
627,14.5554,3,en119716549.txt,20,13
628,16.4178,3,en119716549.txt,20,14
629,17.8105,3,en119716549.txt,20,15
630,15.3972,3,en119716549.txt,20,16
631,13.4292,3,en119716549.txt,20,17
632,12.6589,3,en119716549.txt,20,18
633,14.3109,3,en119716549.txt,20,19
634,17.7165,3,en119716549.txt,20,20
635,15.7115,3,en119716549.txt,20,21
636,14.5647,3,en119716549.txt,20,22
637,10.5232,3,en119716549.txt,20,23
638,12.1844,3,en119716549.txt,20,24
639,13.242,3,en119716549.txt,20,25
640,12.1642,3,en119716549.txt,20,26
641,12.8391,3,en119716549.txt,20,27
642,13.4239,3,en119716549.txt,20,28
643,13.0751,3,en119716549.txt,20,29
644,13.1002,3,en119716549.txt,20,30
645,15.6889,3,en119716549.txt,20,31
646,17.4447,3,en119716549.txt,20,32
647,15.7676,3,en119716549.txt,20,33
648,13.7828,3,en119716549.txt,20,34
649,10.3982,3,en119716549.txt,20,35
650,15.7976,3,en119716549.txt,20,36
651,10.6345,3,en119716549.txt,20,37
652,11.2051,3,en119716549.txt,20,38
653,14.7669,3,en119716549.txt,20,39
654,14.3021,3,en119716549.txt,20,40
655,15.2161,3,en119716549.txt,20,41
656,13.0273,3,en119716549.txt,20,42
657,14.8551,3,en119716549.txt,20,43
658,13.8219,3,en119716549.txt,20,44
659,12.9197,3,en119716549.txt,20,45
660,11.6578,3,en119716549.txt,20,46
661,14.3381,3,en119716549.txt,20,47
662,13.7053,3,en119716549.txt,20,48
663,11.5442,3,en119716549.txt,20,49
664,14.6182,3,en119716549.txt,20,50
665,9.8336,3,en119716549.txt,20,51
666,13.526,3,en119716549.txt,20,52
667,13.2455,3,en119716549.txt,20,53
668,12.6909,3,en119716549.txt,20,54
669,10.2726,3,en119716549.txt,20,55
670,14.8384,3,en119716549.txt,20,56
671,13.7002,3,en119716549.txt,20,57
672,13.2213,3,en119716549.txt,20,58
673,12.4952,3,en119716549.txt,20,59
674,12.4206,3,en119716549.txt,20,60
