,GFI,complexity,document,length_of_chunk,number_of_chunk
223,15.8808,5,osmosis/124006584x.txt,10,1
224,4.16,5,osmosis/124006584x.txt,10,2
225,9.1778,5,osmosis/124006584x.txt,10,3
226,7.532,5,osmosis/124006584x.txt,10,4
227,13.9532,5,osmosis/124006584x.txt,10,5
228,15.5049,3,osmosis/124006331y.txt,50,1
237,15.4505,3,osmosis/124006331y.txt,45,1
238,15.3186,3,osmosis/124006331y.txt,40,1
239,15.7378,3,osmosis/124006331y.txt,35,1
240,15.8772,3,osmosis/124006331y.txt,30,1
241,16.103,3,osmosis/124006331y.txt,28,1
242,16.3439,3,osmosis/124006331y.txt,26,1
243,16.4692,3,osmosis/124006331y.txt,24,1
244,15.059,3,osmosis/124006331y.txt,24,2
245,16.6758,3,osmosis/124006331y.txt,22,1
246,14.3633,3,osmosis/124006331y.txt,22,2
247,16.7156,3,osmosis/124006331y.txt,20,1
248,13.8286,3,osmosis/124006331y.txt,20,2
249,17.2758,3,osmosis/124006331y.txt,18,1
250,13.9181,3,osmosis/124006331y.txt,18,2
251,18.3347,3,osmosis/124006331y.txt,16,1
252,12.5787,3,osmosis/124006331y.txt,16,2
253,16.0376,3,osmosis/124006331y.txt,16,3
254,19.3896,3,osmosis/124006331y.txt,14,1
255,12.284,3,osmosis/124006331y.txt,14,2
256,14.2017,3,osmosis/124006331y.txt,14,3
257,20.8369,3,osmosis/124006331y.txt,12,1
258,11.1641,3,osmosis/124006331y.txt,12,2
259,14.0171,3,osmosis/124006331y.txt,12,3
260,16.4406,3,osmosis/124006331y.txt,12,4
261,22.9636,3,osmosis/124006331y.txt,10,1
262,8.3103,3,osmosis/124006331y.txt,10,2
263,14.0889,3,osmosis/124006331y.txt,10,3
264,13.5881,3,osmosis/124006331y.txt,10,4
265,16.7452,3,osmosis/124006331y.txt,10,5
266,12.6772,4,osmosis/124006331y.txt,50,1
275,12.5414,4,osmosis/124006331y.txt,45,1
276,12.3005,4,osmosis/124006331y.txt,40,1
277,12.6319,4,osmosis/124006331y.txt,35,1
278,12.6966,4,osmosis/124006331y.txt,30,1
279,12.9391,4,osmosis/124006331y.txt,28,1
280,13.2262,4,osmosis/124006331y.txt,26,1
281,13.2486,4,osmosis/124006331y.txt,24,1
282,12.5549,4,osmosis/124006331y.txt,24,2
283,13.4288,4,osmosis/124006331y.txt,22,1
284,11.718,4,osmosis/124006331y.txt,22,2
285,13.4142,4,osmosis/124006331y.txt,20,1
286,11.1619,4,osmosis/124006331y.txt,20,2
287,13.7147,4,osmosis/124006331y.txt,18,1
288,11.4971,4,osmosis/124006331y.txt,18,2
289,14.7218,4,osmosis/124006331y.txt,16,1
290,10.2545,4,osmosis/124006331y.txt,16,2
291,13.5606,4,osmosis/124006331y.txt,16,3
292,15.8442,4,osmosis/124006331y.txt,14,1
293,9.7467,4,osmosis/124006331y.txt,14,2
294,11.2974,4,osmosis/124006331y.txt,14,3
295,17.1565,4,osmosis/124006331y.txt,12,1
296,8.8564,4,osmosis/124006331y.txt,12,2
297,11.3725,4,osmosis/124006331y.txt,12,3
298,14.0297,4,osmosis/124006331y.txt,12,4
299,19.159,4,osmosis/124006331y.txt,10,1
300,6.4921,4,osmosis/124006331y.txt,10,2
301,11.1929,4,osmosis/124006331y.txt,10,3
302,11.1761,4,osmosis/124006331y.txt,10,4
303,14.481,4,osmosis/124006331y.txt,10,5
304,10.3897,5,osmosis/124006331y.txt,50,1
313,10.1414,5,osmosis/124006331y.txt,45,1
314,9.7501,5,osmosis/124006331y.txt,40,1
315,10.0908,5,osmosis/124006331y.txt,35,1
316,10.2707,5,osmosis/124006331y.txt,30,1
317,10.4533,5,osmosis/124006331y.txt,28,1
318,10.8145,5,osmosis/124006331y.txt,26,1
319,10.6721,5,osmosis/124006331y.txt,24,1
320,10.4462,5,osmosis/124006331y.txt,24,2
321,10.8727,5,osmosis/124006331y.txt,22,1
322,9.4735,5,osmosis/124006331y.txt,22,2
323,10.8039,5,osmosis/124006331y.txt,20,1
324,8.6857,5,osmosis/124006331y.txt,20,2
325,11.1474,5,osmosis/124006331y.txt,18,1
326,8.7602,5,osmosis/124006331y.txt,18,2
327,12.0551,5,osmosis/124006331y.txt,16,1
328,8.4196,5,osmosis/124006331y.txt,16,2
329,11.1752,5,osmosis/124006331y.txt,16,3
330,13.026,5,osmosis/124006331y.txt,14,1
331,7.8064,5,osmosis/124006331y.txt,14,2
332,8.9212,5,osmosis/124006331y.txt,14,3
333,14.2509,5,osmosis/124006331y.txt,12,1
334,6.9333,5,osmosis/124006331y.txt,12,2
335,8.5625,5,osmosis/124006331y.txt,12,3
336,12.3858,5,osmosis/124006331y.txt,12,4
337,16.0741,5,osmosis/124006331y.txt,10,1
338,5.28,5,osmosis/124006331y.txt,10,2
339,9.202,5,osmosis/124006331y.txt,10,3
340,8.161,5,osmosis/124006331y.txt,10,4
341,12.9716,5,osmosis/124006331y.txt,10,5
342,11.3661,3,osmosis/124009088v.txt,64,1
349,10.5325,3,osmosis/124009088v.txt,60,1
350,10.431,3,osmosis/124009088v.txt,50,1
351,10.7992,3,osmosis/124009088v.txt,45,1
352,11.3855,3,osmosis/124009088v.txt,40,1
353,11.3955,3,osmosis/124009088v.txt,35,1
354,12.3167,3,osmosis/124009088v.txt,30,1
355,8.3914,3,osmosis/124009088v.txt,30,2
356,12.5983,3,osmosis/124009088v.txt,28,1
357,6.7629,3,osmosis/124009088v.txt,28,2
358,13.0243,3,osmosis/124009088v.txt,26,1
359,6.6644,3,osmosis/124009088v.txt,26,2
360,13.233,3,osmosis/124009088v.txt,24,1
361,6.7372,3,osmosis/124009088v.txt,24,2
362,13.6108,3,osmosis/124009088v.txt,22,1
363,7.4518,3,osmosis/124009088v.txt,22,2
364,13.6902,3,osmosis/124009088v.txt,20,1
365,8.5945,3,osmosis/124009088v.txt,20,2
366,8.5796,3,osmosis/124009088v.txt,20,3
367,14.0635,3,osmosis/124009088v.txt,18,1
368,8.3132,3,osmosis/124009088v.txt,18,2
369,6.975,3,osmosis/124009088v.txt,18,3
370,14.4195,3,osmosis/124009088v.txt,16,1
371,9.0282,3,osmosis/124009088v.txt,16,2
372,6.673,3,osmosis/124009088v.txt,16,3
373,13.8256,3,osmosis/124009088v.txt,16,4
374,15.2861,3,osmosis/124009088v.txt,14,1
375,9.3256,3,osmosis/124009088v.txt,14,2
376,7.8849,3,osmosis/124009088v.txt,14,3
377,5.9053,3,osmosis/124009088v.txt,14,4
378,16.1565,3,osmosis/124009088v.txt,12,1
379,9.5903,3,osmosis/124009088v.txt,12,2
380,7.4,3,osmosis/124009088v.txt,12,3
381,6.7016,3,osmosis/124009088v.txt,12,4
382,10.8363,3,osmosis/124009088v.txt,12,5
383,17.1282,3,osmosis/124009088v.txt,10,1
384,9.4659,3,osmosis/124009088v.txt,10,2
385,9.16,3,osmosis/124009088v.txt,10,3
386,8.0016,3,osmosis/124009088v.txt,10,4
387,5.1853,3,osmosis/124009088v.txt,10,5
388,11.0343,3,osmosis/124009088v.txt,10,6
389,7.9339,4,osmosis/124009088v.txt,64,1
396,7.0895,4,osmosis/124009088v.txt,60,1
397,7.2042,4,osmosis/124009088v.txt,50,1
398,7.5043,4,osmosis/124009088v.txt,45,1
399,7.9253,4,osmosis/124009088v.txt,40,1
400,7.811,4,osmosis/124009088v.txt,35,1
401,8.65,4,osmosis/124009088v.txt,30,1
402,5.2946,4,osmosis/124009088v.txt,30,2
403,9.0689,4,osmosis/124009088v.txt,28,1
404,4.2836,4,osmosis/124009088v.txt,28,2
405,9.4649,4,osmosis/124009088v.txt,26,1
406,4.3343,4,osmosis/124009088v.txt,26,2
407,9.6632,4,osmosis/124009088v.txt,24,1
408,4.4808,4,osmosis/124009088v.txt,24,2
409,10.0273,4,osmosis/124009088v.txt,22,1
410,4.7293,4,osmosis/124009088v.txt,22,2
411,9.9668,4,osmosis/124009088v.txt,20,1
412,5.6242,4,osmosis/124009088v.txt,20,2
413,5.1834,4,osmosis/124009088v.txt,20,3
414,10.2921,4,osmosis/124009088v.txt,18,1
415,5.2943,4,osmosis/124009088v.txt,18,2
416,4.8917,4,osmosis/124009088v.txt,18,3
417,10.5171,4,osmosis/124009088v.txt,16,1
418,5.9513,4,osmosis/124009088v.txt,16,2
419,5.0514,4,osmosis/124009088v.txt,16,3
420,9.8513,4,osmosis/124009088v.txt,16,4
421,11.1167,4,osmosis/124009088v.txt,14,1
422,6.9587,4,osmosis/124009088v.txt,14,2
423,4.9491,4,osmosis/124009088v.txt,14,3
424,3.8,4,osmosis/124009088v.txt,14,4
425,11.8087,4,osmosis/124009088v.txt,12,1
426,7.3542,4,osmosis/124009088v.txt,12,2
427,4.0667,4,osmosis/124009088v.txt,12,3
428,5.0756,4,osmosis/124009088v.txt,12,4
429,6.2793,4,osmosis/124009088v.txt,12,5
430,12.7703,4,osmosis/124009088v.txt,10,1
431,7.1129,4,osmosis/124009088v.txt,10,2
432,5.6985,4,osmosis/124009088v.txt,10,3
433,5.5527,4,osmosis/124009088v.txt,10,4
434,3.6663,4,osmosis/124009088v.txt,10,5
435,6.523,4,osmosis/124009088v.txt,10,6
436,6.1119,5,osmosis/124009088v.txt,64,1
443,5.4692,5,osmosis/124009088v.txt,60,1
444,5.3778,5,osmosis/124009088v.txt,50,1
445,5.5274,5,osmosis/124009088v.txt,45,1
446,5.9184,5,osmosis/124009088v.txt,40,1
447,5.6929,5,osmosis/124009088v.txt,35,1
448,6.4833,5,osmosis/124009088v.txt,30,1
449,4.5204,5,osmosis/124009088v.txt,30,2
450,6.884,5,osmosis/124009088v.txt,28,1
451,3.6224,5,osmosis/124009088v.txt,28,2
452,7.3463,5,osmosis/124009088v.txt,26,1
453,3.3634,5,osmosis/124009088v.txt,26,2
454,7.3749,5,osmosis/124009088v.txt,24,1
455,3.4551,5,osmosis/124009088v.txt,24,2
456,7.6059,5,osmosis/124009088v.txt,22,1
457,3.6822,5,osmosis/124009088v.txt,22,2
458,7.6264,5,osmosis/124009088v.txt,20,1
459,4.238,5,osmosis/124009088v.txt,20,2
460,4.6174,5,osmosis/124009088v.txt,20,3
461,7.8921,5,osmosis/124009088v.txt,18,1
462,3.7849,5,osmosis/124009088v.txt,18,2
463,4.2667,5,osmosis/124009088v.txt,18,3
464,8.322,5,osmosis/124009088v.txt,16,1
465,3.9,5,osmosis/124009088v.txt,16,2
466,3.9703,5,osmosis/124009088v.txt,16,3
467,8.1846,5,osmosis/124009088v.txt,16,4
468,8.9017,5,osmosis/124009088v.txt,14,1
469,4.8286,5,osmosis/124009088v.txt,14,2
470,3.4813,5,osmosis/124009088v.txt,14,3
471,3.8,5,osmosis/124009088v.txt,14,4
472,9.3449,5,osmosis/124009088v.txt,12,1
473,5.3667,5,osmosis/124009088v.txt,12,2
474,2.9556,5,osmosis/124009088v.txt,12,3
475,4.1,5,osmosis/124009088v.txt,12,4
476,5.773,5,osmosis/124009088v.txt,12,5
477,10.4356,5,osmosis/124009088v.txt,10,1
478,4.76,5,osmosis/124009088v.txt,10,2
479,4.16,5,osmosis/124009088v.txt,10,3
480,4.3282,5,osmosis/124009088v.txt,10,4
481,3.16,5,osmosis/124009088v.txt,10,5
482,5.9215,5,osmosis/124009088v.txt,10,6
483,12.5584,3,osmosis/124009624w.txt,206,1
484,12.4245,3,osmosis/124009624w.txt,200,1
485,13.0573,3,osmosis/124009624w.txt,150,1
486,13.7225,3,osmosis/124009624w.txt,100,1
487,11.0448,3,osmosis/124009624w.txt,100,2
488,14.0486,3,osmosis/124009624w.txt,90,1
489,11.3182,3,osmosis/124009624w.txt,90,2
490,14.3833,3,osmosis/124009624w.txt,80,1
491,11.4998,3,osmosis/124009624w.txt,80,2
492,13.9476,3,osmosis/124009624w.txt,70,1
493,12.9973,3,osmosis/124009624w.txt,70,2
494,13.6835,3,osmosis/124009624w.txt,60,1
495,13.6883,3,osmosis/124009624w.txt,60,2
496,10.9298,3,osmosis/124009624w.txt,60,3
497,13.9213,3,osmosis/124009624w.txt,50,1
498,13.6405,3,osmosis/124009624w.txt,50,2
499,11.6441,3,osmosis/124009624w.txt,50,3
500,10.4661,3,osmosis/124009624w.txt,50,4
501,14.1297,3,osmosis/124009624w.txt,45,1
502,14.1075,3,osmosis/124009624w.txt,45,2
503,12.3899,3,osmosis/124009624w.txt,45,3
504,10.1967,3,osmosis/124009624w.txt,45,4
505,14.0405,3,osmosis/124009624w.txt,40,1
506,14.8483,3,osmosis/124009624w.txt,40,2
