,ARI,CLI,FKGL,GFI,SMOG,complexity,document,fog,length_of_chunk,number_of_chunk
1584,16.7,14.74,14.9,14.32,16.2,3,en117652377.txt,16.8813,50,2
1585,16.5,14.92,14.3,13.95,16.0,3,en117652377.txt,16.278,50,3
1586,15.7,13.93,12.2,13.33,15.0,3,en117652377.txt,14.8257,50,4
1587,15.5,13.92,13.0,12.75,15.2,3,en117652377.txt,13.4865,50,5
1588,13.0,12.76,10.6,11.32,14.1,3,en117652377.txt,14.2224,50,6
1589,13.6,12.13,11.4,11.73,13.5,3,en117652377.txt,14.0561,50,7
1590,15.2,12.89,12.4,13.52,15.0,3,en117652377.txt,14.9256,50,8
1591,15.5,12.07,13.2,14.52,15.4,3,en117652377.txt,13.9455,50,9
1592,14.7,14.04,13.4,13.09,15.4,3,en117652377.txt,14.8517,50,10
1593,17.2,14.16,14.5,15.0,16.6,3,en117652377.txt,16.6828,50,11
1594,16.7,14.63,14.8,14.26,16.3,3,en117652377.txt,16.0802,50,12
1595,18.9,16.08,15.8,14.9,17.9,3,en117652377.txt,20.9321,50,13
1596,20.7,19.32,17.4,13.22,18.9,3,en117652377.txt,20.7398,50,14
1597,18.1,16.31,15.0,13.24,16.6,3,en117652377.txt,17.1051,50,15
1598,15.8,14.91,13.9,13.0,16.2,3,en117652377.txt,16.7434,50,16
1599,14.5,14.67,12.6,11.81,14.9,3,en117652377.txt,15.6473,50,17
1600,20.8,13.18,18.1,18.22,18.7,3,en117652377.txt,18.8122,50,18
1601,18.9,14.11,16.0,15.18,18.0,3,en117652377.txt,20.1602,50,19
1602,18.0,15.38,15.3,12.25,17.7,3,en117652377.txt,20.3345,50,20
1603,16.9,15.44,14.7,13.01,17.4,3,en117652377.txt,17.9245,50,21
1604,17.6,15.79,15.1,13.92,16.7,3,en117652377.txt,17.8097,50,22
1605,15.2,11.49,13.5,13.69,16.2,3,en117652377.txt,17.2242,50,23
1606,17.9,14.8,15.8,14.76,17.9,3,en117652377.txt,18.4519,40,1
1607,17.1,13.81,14.6,14.69,16.9,3,en117652377.txt,18.0235,40,2
1608,16.7,15.49,14.2,14.8,16.1,3,en117652377.txt,15.9529,40,3
1609,16.0,14.05,13.4,13.82,15.6,3,en117652377.txt,16.0969,40,4
1610,16.0,14.1,13.5,13.61,15.1,3,en117652377.txt,14.9399,40,5
1611,16.1,14.51,13.3,13.16,15.4,3,en117652377.txt,13.699,40,6
1612,13.9,12.53,11.5,12.28,14.6,3,en117652377.txt,14.2919,40,7
1613,13.5,13.46,11.7,12.07,14.1,3,en117652377.txt,14.4784,40,8
1614,13.4,12.18,11.3,11.78,13.7,3,en117652377.txt,14.1387,40,9
1615,14.6,12.25,12.3,13.54,14.6,3,en117652377.txt,14.2979,40,10
1616,15.5,12.13,13.2,14.5,15.4,3,en117652377.txt,15.2764,40,11
1617,13.7,13.69,12.8,13.57,15.1,3,en117652377.txt,13.1657,40,12
1618,16.3,14.22,13.7,13.65,15.8,3,en117652377.txt,16.6221,40,13
1619,18.3,14.1,16.5,16.45,17.3,3,en117652377.txt,16.4149,40,14
1620,15.7,14.56,14.0,13.49,15.8,3,en117652377.txt,16.0522,40,15
1621,19.0,15.84,16.1,14.91,18.0,3,en117652377.txt,21.3929,40,16
1622,19.5,18.74,16.8,13.76,18.3,3,en117652377.txt,20.2212,40,17
1623,20.6,18.45,17.9,13.35,18.2,3,en117652377.txt,19.1501,40,18
1624,17.3,15.55,14.9,14.06,16.4,3,en117652377.txt,16.8135,40,19
1625,16.1,14.97,14.1,13.34,16.4,3,en117652377.txt,17.0179,40,20
1626,13.9,14.56,12.2,11.64,14.5,3,en117652377.txt,15.051,40,21
1627,19.9,13.12,17.4,17.16,18.2,3,en117652377.txt,20.3895,40,22
1628,18.1,14.92,15.8,15.52,17.2,3,en117652377.txt,16.2023,40,23
1629,20.1,13.36,17.4,16.22,19.0,3,en117652377.txt,21.428,40,24
1630,18.0,16.13,14.9,12.16,17.5,3,en117652377.txt,20.5134,40,25
1631,16.3,14.97,14.3,12.22,16.9,3,en117652377.txt,17.8049,40,26
1632,17.6,16.37,14.7,13.56,17.1,3,en117652377.txt,17.7126,40,27
1633,17.6,12.72,16.1,16.31,17.0,3,en117652377.txt,19.0307,40,28
1634,18.7,14.57,15.4,15.78,18.3,3,en117652377.txt,19.1805,30,1
1635,15.2,13.69,13.1,12.94,16.4,3,en117652377.txt,16.7178,30,2
1636,19.1,14.92,16.9,16.98,17.4,3,en117652377.txt,18.8956,30,3
1637,15.8,15.72,13.3,14.13,15.6,3,en117652377.txt,15.2909,30,4
1638,16.6,14.34,13.6,14.13,15.9,3,en117652377.txt,16.6485,30,5
1639,15.6,13.23,12.6,14.17,15.5,3,en117652377.txt,15.4798,30,6
1640,15.5,14.97,12.3,12.78,14.2,3,en117652377.txt,13.417,30,7
1641,17.2,14.22,14.4,13.92,16.0,3,en117652377.txt,14.0117,30,8
1642,14.7,12.77,12.1,12.99,14.8,3,en117652377.txt,14.4195,30,9
1643,11.6,12.64,10.3,11.06,13.6,3,en117652377.txt,13.7758,30,10
1644,14.9,12.94,13.1,13.08,14.7,3,en117652377.txt,15.4434,30,11
1645,13.6,12.3,11.4,11.44,13.4,3,en117652377.txt,13.8074,30,12
1646,15.8,12.54,13.1,14.43,15.3,3,en117652377.txt,14.9942,30,13
1647,13.4,11.49,12.0,13.95,14.1,3,en117652377.txt,14.7652,30,14
1648,15.9,12.65,13.1,15.13,15.7,3,en117652377.txt,12.91,30,15
1649,14.0,14.1,12.8,13.77,15.4,3,en117652377.txt,14.2598,30,16
1650,15.5,13.41,13.5,13.48,15.1,3,en117652377.txt,15.7431,30,17
1651,16.8,15.32,14.7,14.56,16.6,3,en117652377.txt,17.3498,30,18
1652,18.6,13.65,16.0,17.03,17.4,3,en117652377.txt,15.4298,30,19
1653,17.0,15.5,14.5,14.76,16.4,3,en117652377.txt,16.9163,30,20
1654,18.6,16.31,15.4,14.42,18.1,3,en117652377.txt,22.1397,30,21
1655,18.6,15.9,15.6,15.31,17.1,3,en117652377.txt,18.1753,30,22
1656,21.7,20.43,18.7,13.77,19.7,3,en117652377.txt,21.8956,30,23
1657,19.8,17.76,16.6,13.71,17.5,3,en117652377.txt,18.3598,30,24
1658,18.1,15.73,15.5,14.67,16.7,3,en117652377.txt,17.2232,30,25
1659,16.6,15.26,14.3,13.93,16.4,3,en117652377.txt,17.4076,30,26
1660,13.3,14.56,11.9,11.75,15.2,3,en117652377.txt,15.8413,30,27
1661,14.7,14.5,12.0,12.57,14.7,3,en117652377.txt,15.0568,30,28
1662,20.8,12.66,18.4,18.43,18.7,3,en117652377.txt,21.4799,30,29
1663,19.2,14.74,16.8,16.75,17.8,3,en117652377.txt,15.8098,30,30
1664,18.4,15.67,15.4,14.62,17.3,3,en117652377.txt,18.6747,30,31
1665,19.9,12.31,17.9,16.96,19.0,3,en117652377.txt,21.4923,30,32
1666,19.6,16.19,16.1,13.54,18.7,3,en117652377.txt,21.9731,30,33
1667,16.3,15.32,14.1,13.07,16.4,3,en117652377.txt,18.1852,30,34
1668,16.0,15.03,14.0,12.93,17.1,3,en117652377.txt,16.8537,30,35
1669,17.1,16.24,14.2,12.91,16.2,3,en117652377.txt,17.4662,30,36
1670,19.9,12.78,17.8,18.25,18.2,3,en117652377.txt,20.5934,30,37
1671,13.3,11.89,11.5,12.23,14.8,3,en117652377.txt,15.1583,30,38
1672,18.2,14.8,16.0,15.46,18.3,3,en117652377.txt,18.6373,20,1
1673,17.7,14.8,14.4,15.32,17.5,3,en117652377.txt,18.2667,20,2
1674,15.1,13.29,13.5,13.58,16.3,3,en117652377.txt,16.9329,20,3
1675,18.9,14.57,15.9,17.1,17.5,3,en117652377.txt,19.153,20,4
1676,17.1,15.5,14.7,15.67,15.9,3,en117652377.txt,16.2677,20,5
1677,16.4,15.84,13.6,14.62,16.3,3,en117652377.txt,15.9255,20,6
1678,16.1,14.45,14.2,13.57,15.6,3,en117652377.txt,16.3956,20,7
1679,16.0,13.47,13.8,14.76,15.6,3,en117652377.txt,15.9333,20,8
1680,16.3,13.18,13.1,15.1,16.0,3,en117652377.txt,16.0136,20,9
1681,15.9,14.85,12.8,13.06,14.2,3,en117652377.txt,13.7945,20,10
1682,15.6,16.19,12.9,13.79,15.5,3,en117652377.txt,15.2061,20,11
1683,16.4,12.83,13.5,13.51,14.7,3,en117652377.txt,12.5101,20,12
1684,13.9,12.59,11.4,13.88,14.7,3,en117652377.txt,13.7429,20,13
1685,14.0,12.53,11.6,12.09,14.4,3,en117652377.txt,14.8585,20,14
1686,11.3,12.87,10.0,11.74,13.4,3,en117652377.txt,13.5915,20,15
1687,15.9,13.76,13.6,13.94,14.9,3,en117652377.txt,15.5966,20,16
1688,12.7,11.6,11.1,12.23,13.4,3,en117652377.txt,13.8698,20,17
1689,14.1,12.76,11.5,12.13,13.9,3,en117652377.txt,14.404,20,18
1690,15.5,13.35,12.2,14.69,15.2,3,en117652377.txt,14.1449,20,19
1691,13.8,11.38,12.4,13.56,14.0,3,en117652377.txt,14.5648,20,20
1692,14.5,11.55,12.9,14.95,14.8,3,en117652377.txt,16.0388,20,21
1693,16.0,12.94,13.0,14.91,15.7,3,en117652377.txt,14.7527,20,22
1694,7.4,7.02,7.0,9.75,10.7,3,en117652377.txt,6.6735,20,23
1695,15.5,15.84,14.0,14.66,16.2,3,en117652377.txt,16.957,20,24
1696,15.5,13.98,14.1,13.59,15.3,3,en117652377.txt,16.124,20,25
1697,17.3,14.16,14.5,14.77,16.2,3,en117652377.txt,17.135,20,26
1698,15.7,14.27,14.2,15.02,16.0,3,en117652377.txt,16.3964,20,27
1699,22.7,13.99,18.9,20.32,19.2,3,en117652377.txt,16.4536,20,28
1700,12.6,12.47,11.7,13.89,14.5,3,en117652377.txt,13.8642,20,29
1701,18.3,16.37,16.2,14.83,16.9,3,en117652377.txt,17.9787,20,30
1702,18.1,16.02,15.2,14.9,18.1,3,en117652377.txt,22.9127,20,31
1703,20.2,15.91,17.2,16.83,17.8,3,en117652377.txt,19.7872,20,32
1704,17.7,16.65,15.3,15.19,17.0,3,en117652377.txt,18.1512,20,33
1705,21.1,20.31,18.3,14.66,19.4,3,en117652377.txt,22.1097,20,34
1706,22.9,19.44,19.1,15.45,20.0,3,en117652377.txt,21.1049,20,35
1707,18.1,17.35,15.6,13.22,16.3,3,en117652377.txt,16.9711,20,36
1708,19.8,15.97,16.8,16.01,17.5,3,en117652377.txt,18.6464,20,37
1709,14.8,15.14,12.9,13.66,15.2,3,en117652377.txt,14.9896,20,38
1710,17.5,15.79,14.9,14.86,16.8,3,en117652377.txt,18.2549,20,39
1711,14.5,14.33,12.1,12.98,15.9,3,en117652377.txt,15.7174,20,40
1712,14.2,16.23,12.2,11.49,15.0,3,en117652377.txt,17.4081,20,41
1713,14.1,13.63,12.1,12.83,14.0,3,en117652377.txt,14.1795,20,42
1714,21.7,12.49,19.3,19.04,19.1,3,en117652377.txt,22.7193,20,43
1715,18.1,13.64,16.7,16.2,17.2,3,en117652377.txt,17.9223,20,44
1716,20.5,15.04,17.8,19.3,18.8,3,en117652377.txt,15.302,20,45
1717,16.8,15.03,14.7,14.26,16.3,3,en117652377.txt,17.1218,20,46
1718,22.3,12.49,18.5,19.14,19.4,3,en117652377.txt,23.0518,20,47
1719,18.3,14.39,16.1,14.6,18.6,3,en117652377.txt,20.4139,20,48
1720,20.6,16.2,17.0,15.11,19.0,3,en117652377.txt,21.954,20,49
1721,15.8,16.19,14.1,11.67,16.1,3,en117652377.txt,19.0662,20,50
1722,18.3,15.55,15.7,15.21,17.9,3,en117652377.txt,19.4451,20,51
1723,14.2,14.56,12.9,11.1,15.8,3,en117652377.txt,16.0754,20,52
1724,19.3,16.02,16.3,15.76,18.9,3,en117652377.txt,19.3898,20,53
1725,16.3,16.53,13.3,13.34,15.1,3,en117652377.txt,15.9043,20,54
1726,18.6,14.86,16.4,16.55,17.4,3,en117652377.txt,18.5038,20,55
1727,17.0,10.63,15.7,16.64,16.7,3,en117652377.txt,19.6552,20,56
1728,14.3,12.25,12.3,13.37,15.6,3,en117652377.txt,15.6514,20,57
1729,18.6,14.22,16.7,15.73,18.5,3,en117652377.txt,19.7714,10,1
1730,17.9,15.61,15.3,17.45,18.1,3,en117652377.txt,17.5271,10,2
1731,19.7,14.46,16.4,17.88,18.4,3,en117652377.txt,20.3446,10,3
1732,15.8,15.61,13.3,14.43,16.5,3,en117652377.txt,16.6152,10,4
1733,19.1,13.24,16.9,17.65,18.5,3,en117652377.txt,20.2672,10,5
1734,11.5,13.16,10.0,11.31,13.8,3,en117652377.txt,13.8857,10,6
1735,17.9,15.26,15.6,16.77,17.2,3,en117652377.txt,18.5137,10,7
1736,20.1,13.82,17.3,18.63,17.7,3,en117652377.txt,19.9879,10,8
1737,19.4,15.32,16.6,17.8,17.2,3,en117652377.txt,18.3722,10,9
1738,14.9,15.43,12.8,14.53,14.4,3,en117652377.txt,14.096,10,10
1739,17.0,15.61,14.3,15.55,16.1,3,en117652377.txt,13.6925,10,11
1740,16.0,16.07,13.1,14.35,16.4,3,en117652377.txt,17.8631,10,12
1741,18.2,15.38,15.5,14.68,16.5,3,en117652377.txt,18.0,10,13
1742,13.6,13.46,11.6,13.38,14.6,3,en117652377.txt,14.8636,10,14
1743,17.6,13.7,14.7,16.0,16.4,3,en117652377.txt,17.3782,10,15
1744,14.3,12.94,11.6,13.79,14.7,3,en117652377.txt,14.3807,10,16
1745,16.7,14.97,13.7,15.54,16.8,3,en117652377.txt,18.2489,10,17
1746,16.0,11.32,12.8,15.51,14.9,3,en117652377.txt,13.6067,10,18
1747,16.7,14.97,13.6,13.12,14.1,3,en117652377.txt,15.3006,10,19
1748,15.2,15.14,11.9,14.15,14.2,3,en117652377.txt,12.1962,10,20
1749,13.5,15.02,10.6,13.38,13.7,3,en117652377.txt,13.0562,10,21
1750,17.6,16.77,14.1,15.44,17.1,3,en117652377.txt,17.055,10,22
1751,15.4,12.6,12.8,12.4,14.0,3,en117652377.txt,12.2961,10,23
1752,17.6,13.0,14.2,15.5,15.5,3,en117652377.txt,12.7231,10,24
1753,12.8,12.76,10.5,13.35,14.4,3,en117652377.txt,12.6893,10,25
1754,14.9,12.77,13.4,15.0,15.0,3,en117652377.txt,14.8267,10,26
1755,16.1,12.6,13.4,13.91,14.8,3,en117652377.txt,16.0388,10,27
1756,12.1,12.53,11.0,11.23,14.0,3,en117652377.txt,14.1587,10,28
1757,10.7,12.75,9.7,11.63,12.7,3,en117652377.txt,12.2257,10,29
1758,11.9,12.98,10.3,13.2,14.1,3,en117652377.txt,14.8596,10,30
1759,18.8,14.34,14.2,16.12,15.5,3,en117652377.txt,16.56,10,31
1760,13.1,12.65,11.9,13.49,14.3,3,en117652377.txt,14.7514,10,32
1761,13.0,11.78,12.2,13.59,14.6,3,en117652377.txt,15.1811,10,33
1762,12.5,11.43,10.0,11.64,12.2,3,en117652377.txt,12.6171,10,34
1763,10.3,9.86,7.9,9.59,10.6,3,en117652377.txt,10.9589,10,35
1764,17.7,15.15,14.1,14.58,16.7,3,en117652377.txt,17.3485,10,36
1765,18.8,15.61,15.4,18.68,17.9,3,en117652377.txt,15.4749,10,37
1766,12.8,11.2,10.4,12.06,12.9,3,en117652377.txt,13.2148,10,38
1767,16.6,11.67,14.7,15.93,15.5,3,en117652377.txt,17.0008,10,39
1768,11.1,10.79,10.1,12.26,12.3,3,en117652377.txt,12.04,10,40
1769,14.1,10.8,12.0,15.16,14.6,3,en117652377.txt,16.2364,10,41
1770,15.0,12.36,12.6,15.42,15.1,3,en117652377.txt,15.9198,10,42
1771,16.9,10.92,14.1,16.37,14.3,3,en117652377.txt,13.2696,10,43
1772,16.1,15.78,13.5,15.25,16.8,3,en117652377.txt,17.2061,10,44
1773,11.3,10.09,10.2,13.12,13.0,3,en117652377.txt,9.0031,10,45
1774,4.7,4.46,5.3,7.93,8.8,3,en117652377.txt,5.1022,10,46
1775,14.0,14.04,12.8,14.53,15.4,3,en117652377.txt,16.291,10,47
1776,16.9,17.64,14.1,15.83,17.0,3,en117652377.txt,17.6267,10,48
1777,16.4,14.86,14.5,14.69,16.3,3,en117652377.txt,18.8321,10,49
1778,14.2,13.17,12.4,12.71,13.9,3,en117652377.txt,12.9778,10,50
1779,15.9,11.9,13.5,14.27,14.7,3,en117652377.txt,15.2128,10,51
1780,18.7,16.54,15.4,15.78,17.6,3,en117652377.txt,19.1319,10,52
1781,14.5,14.79,13.1,15.18,15.2,3,en117652377.txt,16.017,10,53
1782,17.1,14.1,15.5,15.73,16.9,3,en117652377.txt,16.8171,10,54
1783,22.3,13.7,18.8,20.51,19.1,3,en117652377.txt,16.633,10,55
1784,20.4,14.28,17.0,19.23,18.1,3,en117652377.txt,16.2743,10,56
1785,11.9,11.95,10.1,13.63,14.0,3,en117652377.txt,13.1714,10,57
1786,13.5,12.76,12.2,16.27,15.1,3,en117652377.txt,14.65,10,58
1787,16.8,14.74,14.6,15.38,15.8,3,en117652377.txt,16.3969,10,59
1788,19.6,17.64,16.5,15.73,17.9,3,en117652377.txt,19.4335,10,60
1789,16.9,15.15,14.9,14.93,17.1,3,en117652377.txt,22.2785,10,61
1790,19.4,17.0,16.8,16.75,19.1,3,en117652377.txt,23.6187,10,62
1791,19.8,16.95,16.0,16.94,18.2,3,en117652377.txt,20.5648,10,63
1792,20.8,14.86,17.1,18.02,17.4,3,en117652377.txt,19.3396,10,64
1793,18.7,17.18,15.9,17.21,17.8,3,en117652377.txt,19.287,10,65
1794,15.6,16.3,12.7,14.97,15.4,3,en117652377.txt,16.9778,10,66
1795,19.4,20.48,16.8,14.36,18.1,3,en117652377.txt,20.7497,10,67
1796,22.9,20.02,19.9,16.8,20.6,3,en117652377.txt,23.5271,10,68
1797,22.8,20.6,18.4,16.01,20.3,3,en117652377.txt,21.4739,10,69
1798,23.1,18.69,19.8,17.83,19.7,3,en117652377.txt,20.88,10,70
1799,18.2,16.42,16.3,15.38,17.1,3,en117652377.txt,17.5273,10,71
1800,18.0,17.98,14.9,12.94,15.5,3,en117652377.txt,16.3959,10,72
1801,17.4,17.0,14.0,14.34,16.5,3,en117652377.txt,17.5366,10,73
1802,23.0,14.92,18.8,19.89,18.5,3,en117652377.txt,20.1748,10,74
1803,14.7,15.31,12.7,14.11,15.0,3,en117652377.txt,14.3728,10,75
1804,14.8,14.79,13.2,13.94,15.4,3,en117652377.txt,15.5981,10,76
1805,18.0,17.12,14.3,15.38,16.5,3,en117652377.txt,18.068,10,77
1806,17.1,14.57,15.4,16.23,17.1,3,en117652377.txt,18.48,10,78
1807,13.9,14.27,12.8,13.87,15.6,3,en117652377.txt,15.0848,10,79
1808,15.1,14.39,12.5,14.07,16.2,3,en117652377.txt,16.3969,10,80
1809,12.6,15.34,12.7,11.65,13.8,3,en117652377.txt,20.2,10,81
1810,16.3,16.65,14.0,13.45,16.0,3,en117652377.txt,17.2324,10,82
1811,13.8,13.75,11.7,13.0,13.9,3,en117652377.txt,14.5535,10,83
1812,14.4,13.46,12.5,13.87,14.1,3,en117652377.txt,13.8,10,84
1813,17.2,15.55,14.5,14.91,16.6,3,en117652377.txt,17.8889,10,85
1814,28.0,11.33,24.0,25.34,21.3,3,en117652377.txt,28.2678,10,86
1815,18.8,13.07,16.6,18.46,17.9,3,en117652377.txt,18.8516,10,87
1816,17.6,14.68,15.6,14.91,16.5,3,en117652377.txt,17.052,10,88
1817,31.4,17.89,25.7,29.5,24.7,3,en117652377.txt,18.1752,10,89
1818,13.8,11.96,13.2,13.21,14.7,3,en117652377.txt,12.2777,10,90
1819,19.4,15.96,17.2,16.35,17.8,3,en117652377.txt,19.7357,10,91
1820,13.6,13.4,12.0,14.15,14.3,3,en117652377.txt,14.111,10,92
1821,21.4,17.01,17.0,17.14,19.2,3,en117652377.txt,21.4727,10,93
1822,24.8,10.06,21.1,23.04,19.6,3,en117652377.txt,25.7774,10,94
1823,18.5,16.6,16.1,15.07,18.7,3,en117652377.txt,21.3739,10,95
1824,18.5,12.78,16.3,16.22,18.6,3,en117652377.txt,19.6264,10,96
1825,22.4,15.33,18.9,17.13,19.7,3,en117652377.txt,22.039,10,97
1826,19.2,17.06,16.4,15.89,18.4,3,en117652377.txt,22.0717,10,98
1827,18.1,16.89,15.6,14.21,18.2,3,en117652377.txt,22.0577,10,99
1828,13.3,14.96,11.4,11.09,13.6,3,en117652377.txt,15.495,10,100
1829,14.8,14.85,13.1,13.93,16.5,3,en117652377.txt,17.8118,10,101
1830,21.7,16.08,18.2,18.12,19.1,3,en117652377.txt,21.5627,10,102
1831,15.7,14.62,14.1,13.45,16.8,3,en117652377.txt,17.7253,10,103
1832,12.7,14.15,10.6,11.37,14.7,3,en117652377.txt,14.2519,10,104
1833,19.6,16.02,16.5,17.84,19.6,3,en117652377.txt,18.4684,10,105
1834,19.0,16.02,16.0,15.45,18.2,3,en117652377.txt,20.2722,10,106
1835,18.2,17.18,15.7,15.79,16.8,3,en117652377.txt,18.0667,10,107
1836,14.2,15.77,10.8,12.41,13.2,3,en117652377.txt,13.3912,10,108
1837,19.4,13.82,16.8,17.7,18.0,3,en117652377.txt,20.1084,10,109
1838,18.2,16.66,14.9,16.9,16.6,3,en117652377.txt,16.8976,10,110
1839,24.0,10.23,21.7,22.83,19.7,3,en117652377.txt,25.183,10,111
1840,11.6,11.54,10.2,11.39,13.2,3,en117652377.txt,14.1449,10,112
1841,12.1,9.99,10.8,13.42,14.1,3,en117652377.txt,14.6889,10,113
1842,16.4,14.39,13.7,15.03,16.9,3,en117652377.txt,16.6277,10,114
1843,14.3,13.58,13.5,11.33,16.2,3,en117652377.txt,16.5855,10,115
1844,16.9,14.57,13.9,11.25,16.6,3,en117661421.txt,17.0781,1145,1
1845,16.9,14.63,13.9,11.41,16.5,3,en117661421.txt,16.9909,1000,1
1846,16.5,14.63,13.6,11.47,16.2,3,en117661421.txt,16.3739,750,1
1847,15.4,13.76,13.3,11.57,15.5,3,en117661421.txt,15.2865,500,1
1848,18.2,15.32,15.7,12.32,17.5,3,en117661421.txt,18.5478,500,2
1849,15.5,13.7,13.4,11.72,15.5,3,en117661421.txt,15.3652,450,1
1850,17.6,15.38,15.2,12.19,17.0,3,en117661421.txt,17.6054,450,2
1851,15.5,13.87,13.3,11.7,15.5,3,en117661421.txt,15.5073,400,1
1852,17.4,15.38,15.0,12.16,16.8,3,en117661421.txt,17.2588,400,2
1853,15.7,14.05,13.3,11.75,15.6,3,en117661421.txt,15.6227,350,1
1854,17.2,14.92,15.0,12.49,16.7,3,en117661421.txt,16.9623,350,2
1855,18.0,14.92,15.7,12.36,17.4,3,en117661421.txt,18.4816,350,3
1856,16.0,14.28,13.4,12.04,15.9,3,en117661421.txt,15.8752,300,1
1857,15.4,13.41,13.5,12.23,15.4,3,en117661421.txt,15.058,300,2
1858,18.2,15.79,15.4,12.54,17.4,3,en117661421.txt,18.4445,300,3
1859,16.6,14.51,13.7,12.56,16.2,3,en117661421.txt,16.1824,250,1
1860,14.2,12.59,11.7,11.59,14.6,3,en117661421.txt,14.3394,250,2
1861,18.5,16.13,15.4,12.85,17.4,3,en117661421.txt,18.3706,250,3
1862,18.0,14.57,15.9,12.84,17.5,3,en117661421.txt,18.7378,250,4
1863,16.8,14.57,13.9,12.99,16.4,3,en117661421.txt,16.824,200,1
1864,14.2,12.82,11.5,11.39,14.4,3,en117661421.txt,14.0804,200,2
1865,16.1,13.76,13.8,12.99,16.0,3,en117661421.txt,15.4106,200,3
1866,18.5,16.71,16.3,12.42,17.5,3,en117661421.txt,18.9327,200,4
1867,18.5,14.45,16.4,13.33,17.8,3,en117661421.txt,19.2213,200,5
1868,17.0,14.63,15.2,13.41,16.8,3,en117661421.txt,17.3152,150,1
1869,14.8,13.58,12.7,11.83,14.9,3,en117661421.txt,14.3063,150,2
1870,14.6,12.48,12.2,12.47,14.6,3,en117661421.txt,14.3074,150,3
1871,16.2,14.34,14.7,12.89,16.1,3,en117661421.txt,15.8043,150,4
1872,19.4,17.12,16.6,12.85,17.9,3,en117661421.txt,19.5996,150,5
1873,17.0,14.39,15.3,13.37,16.8,3,en117661421.txt,17.2317,150,6
1874,18.7,15.03,16.2,13.11,18.2,3,en117661421.txt,20.0007,150,7
1875,17.4,14.51,14.4,13.85,17.1,3,en117661421.txt,17.8451,100,1
1876,16.2,14.57,13.3,13.19,15.6,3,en117661421.txt,15.756,100,2
1877,14.2,13.34,12.4,11.46,14.7,3,en117661421.txt,13.8355,100,3
1878,14.3,12.42,11.8,12.19,14.2,3,en117661421.txt,14.378,100,4
1879,14.9,13.06,13.2,13.21,15.4,3,en117661421.txt,14.4021,100,5
1880,17.1,14.39,15.4,13.98,16.5,3,en117661421.txt,16.368,100,6
1881,19.8,17.58,16.7,13.42,18.4,3,en117661421.txt,20.6456,100,7
1882,17.2,15.79,14.7,12.71,16.5,3,en117661421.txt,17.0558,100,8
1883,17.6,14.05,14.8,14.26,17.0,3,en117661421.txt,17.4994,100,9
1884,19.3,14.8,16.8,13.73,18.4,3,en117661421.txt,20.8143,100,10
1885,18.4,14.74,15.1,14.15,17.6,3,en117661421.txt,18.84,100,11
1886,17.6,14.68,15.6,14.07,17.5,3,en117661421.txt,18.3038,75,1
1887,16.6,14.63,13.6,14.14,16.0,3,en117661421.txt,16.2716,75,2
1888,16.0,14.57,13.2,13.3,15.4,3,en117661421.txt,14.9355,75,3
1889,13.6,12.76,11.1,11.45,14.3,3,en117661421.txt,13.6537,75,4
1890,14.6,12.88,11.8,12.37,14.4,3,en117661421.txt,14.5343,75,5
1891,14.6,11.84,12.7,13.64,14.7,3,en117661421.txt,14.0846,75,6
1892,15.1,13.98,13.8,12.82,15.4,3,en117661421.txt,15.2663,75,7
1893,17.4,14.39,15.6,14.62,16.8,3,en117661421.txt,16.3257,75,8
1894,18.5,16.77,16.2,13.73,17.7,3,en117661421.txt,20.094,75,9
1895,20.2,17.53,17.1,13.42,18.1,3,en117661421.txt,19.0927,75,10
1896,15.2,15.26,13.1,12.05,15.9,3,en117661421.txt,16.4952,75,11
1897,19.3,13.88,16.4,16.01,17.7,3,en117661421.txt,18.3487,75,12
1898,20.6,14.86,17.9,15.24,19.1,3,en117661421.txt,21.4897,75,13
1899,17.0,15.61,14.6,12.27,17.3,3,en117661421.txt,18.4989,75,14
1900,17.7,13.47,15.4,14.85,16.9,3,en117661421.txt,18.3643,75,15
1901,18.1,14.34,15.1,14.92,18.0,3,en117661421.txt,18.7646,50,1
1902,16.7,14.74,14.9,14.32,16.2,3,en117661421.txt,16.8813,50,2
1903,16.5,14.92,14.3,13.95,16.0,3,en117661421.txt,16.278,50,3
1904,16.0,14.22,13.4,13.68,15.2,3,en117661421.txt,15.2734,50,4
1905,15.5,13.87,13.1,12.81,15.2,3,en117661421.txt,13.3878,50,5
1906,13.1,12.82,11.8,11.45,14.2,3,en117661421.txt,14.2697,50,6
1907,13.6,12.24,11.4,11.7,13.5,3,en117661421.txt,14.0439,50,7
1908,15.0,12.83,12.3,13.31,14.9,3,en117661421.txt,14.7064,50,8
1909,15.5,12.07,13.2,14.59,15.4,3,en117661421.txt,14.1825,50,9
1910,14.4,13.87,13.3,12.86,15.2,3,en117661421.txt,14.685,50,10
1911,17.4,14.28,14.5,14.94,16.6,3,en117661421.txt,16.6922,50,11
1912,16.9,14.57,15.0,14.49,16.5,3,en117661421.txt,16.0804,50,12
1913,19.0,16.08,15.9,14.87,17.9,3,en117661421.txt,20.9983,50,13
1914,20.8,19.5,17.4,13.21,19.0,3,en117661421.txt,20.6005,50,14
1915,18.4,16.19,15.4,13.44,16.7,3,en117661421.txt,17.3522,50,15
1916,15.9,14.97,13.9,13.17,16.2,3,en117661421.txt,16.7813,50,16
