,ARI,CLI,FKGL,GFI,SMOG,complexity,document,fog,length_of_chunk,number_of_chunk
914,20.6,15.56,16.2,18.18,17.3,3,en119767323.txt,16.4219,10,31
915,18.5,13.3,16.4,17.58,15.9,3,en119767323.txt,18.2328,10,32
916,21.4,15.04,17.3,18.95,16.7,3,en119767323.txt,17.5157,10,33
917,19.6,13.24,15.9,17.4,15.6,3,en119767323.txt,18.1934,10,34
918,17.9,13.24,14.6,15.74,14.8,3,en119767323.txt,16.5885,10,35
919,24.0,14.17,20.2,21.41,18.9,3,en119767323.txt,22.1259,10,36
920,21.2,12.78,18.7,19.53,17.8,3,en119767323.txt,20.6137,10,37
921,21.7,15.85,18.2,19.73,18.1,3,en119767323.txt,19.3185,10,38
922,16.0,14.8,13.2,14.66,14.7,3,en119767323.txt,15.0712,10,39
923,18.1,13.87,15.4,17.32,16.9,3,en119767323.txt,18.7714,10,40
924,10.5,12.79,8.3,10.96,11.2,3,en119767323.txt,11.9608,10,41
925,12.5,15.74,11.4,13.59,12.3,3,en119767323.txt,15.4751,10,42
926,16.3,19.91,12.3,12.56,12.3,3,en119767323.txt,14.2286,10,43
927,10.4,12.84,7.7,10.31,10.3,3,en119767323.txt,10.1022,10,44
928,11.7,14.17,9.8,12.21,11.0,3,en119767323.txt,12.9586,10,45
929,11.8,13.27,10.9,12.23,12.5,3,en119767323.txt,12.5432,10,46
930,12.2,15.33,10.0,9.66,10.6,3,en119767323.txt,10.9347,10,47
931,10.8,13.55,8.7,9.68,11.0,3,en119767323.txt,10.09,10,48
932,4.9,6.35,4.9,8.0,9.1,3,en119767323.txt,7.6151,10,49
933,9.1,10.14,8.5,9.66,10.3,3,en119767323.txt,9.1297,10,50
934,7.7,9.87,6.4,8.22,9.9,3,en119767323.txt,7.8249,10,51
935,12.9,10.04,11.3,12.46,14.4,3,en119767323.txt,13.9238,10,52
936,12.6,10.5,9.1,11.73,12.8,3,en119767323.txt,10.9636,10,53
937,20.7,11.04,17.0,17.92,15.6,3,en119767323.txt,17.858,10,54
938,14.5,8.37,12.7,14.03,13.4,3,en119767323.txt,13.0653,10,55
939,12.9,11.43,12.5,12.15,14.6,3,en119767323.txt,12.6264,10,56
940,15.6,8.02,13.6,15.8,14.0,3,en119767323.txt,13.6584,10,57
941,16.9,9.24,14.0,15.99,14.4,3,en119767323.txt,16.1145,10,58
942,20.9,9.94,16.9,18.64,15.5,3,en119767323.txt,18.1983,10,59
943,11.0,6.85,9.5,12.11,11.2,3,en119767323.txt,12.1753,10,60
944,20.7,9.88,17.7,18.87,15.9,3,en119767323.txt,19.4252,10,61
945,15.2,13.98,12.8,13.95,14.6,3,en119767323.txt,14.9739,10,62
946,18.4,14.68,15.0,16.13,15.5,3,en119767323.txt,17.2204,10,63
947,9.8,8.82,9.4,11.78,12.2,3,en119767323.txt,11.972,10,64
948,16.5,8.72,14.0,16.95,13.4,3,en119767323.txt,15.2184,10,65
949,15.6,8.66,12.2,14.43,11.6,3,en119767323.txt,13.9369,10,66
950,13.2,9.12,12.1,13.37,13.3,3,en119767323.txt,14.3267,10,67
951,17.9,10.05,14.3,16.72,13.7,3,en119767323.txt,17.4535,10,68
952,20.9,9.01,17.3,19.31,14.6,3,en119767323.txt,18.2207,10,69
953,10.3,8.12,8.0,10.53,10.1,3,en119767323.txt,10.5253,10,70
954,12.7,9.7,11.4,13.24,13.6,3,en119767323.txt,12.6309,10,71
955,14.7,9.52,11.8,14.46,13.2,3,en119767323.txt,14.0571,10,72
956,15.1,9.3,12.5,15.45,13.2,3,en119767323.txt,14.0986,10,73
957,16.8,8.72,14.3,15.55,13.5,3,en119767323.txt,16.5726,10,74
958,15.5,10.8,14.2,15.82,15.1,3,en119767323.txt,14.8129,10,75
959,21.8,10.0,18.7,20.39,16.8,3,en119767323.txt,21.2353,10,76
960,14.0,8.36,12.0,14.63,12.9,3,en119767323.txt,14.7684,10,77
961,11.1,7.49,10.3,11.63,10.6,3,en119767323.txt,11.4739,10,78
962,15.1,9.64,13.2,15.47,14.6,3,en119767323.txt,15.4959,10,79
963,14.5,8.54,12.5,14.85,13.2,3,en119767323.txt,13.4971,10,80
964,8.8,7.25,7.2,10.43,10.7,3,en119767323.txt,9.4381,10,81
965,12.3,9.29,11.1,13.03,12.5,3,en119767323.txt,13.5268,10,82
966,13.3,10.04,11.7,13.58,12.5,3,en119767323.txt,14.0449,10,83
967,22.2,11.22,18.1,20.66,16.7,3,en119767323.txt,19.7464,10,84
968,21.3,10.06,18.3,20.71,15.9,3,en119767323.txt,20.8784,10,85
969,12.1,9.81,10.9,13.82,13.8,3,en119767323.txt,14.5111,10,86
970,13.1,9.41,11.0,13.05,12.3,3,en119767323.txt,12.3834,10,87
971,20.4,8.49,17.4,19.44,14.1,3,en119767323.txt,18.1686,10,88
972,12.6,8.88,11.9,14.13,14.1,3,en119767323.txt,13.8568,10,89
973,27.3,9.53,22.2,24.77,17.4,3,en119767323.txt,14.7035,10,90
974,16.5,8.95,13.9,16.65,13.4,3,en119767323.txt,15.3623,10,91
975,12.7,7.9,11.4,13.29,12.0,3,en119767323.txt,13.2879,10,92
976,19.1,9.01,17.0,18.19,15.8,3,en119767323.txt,16.9853,10,93
977,19.0,8.54,16.1,18.34,15.0,3,en119767323.txt,16.889,10,94
978,10.4,7.95,9.1,11.57,11.4,3,en119767323.txt,10.523,10,95
979,15.7,8.95,13.1,16.2,14.2,3,en119767323.txt,13.9761,10,96
980,17.2,7.73,15.0,17.43,13.8,3,en119767323.txt,17.7333,10,97
981,8.6,8.29,7.2,10.15,11.0,3,en119767323.txt,10.3564,10,98
982,15.1,9.99,13.0,14.46,13.7,3,en119767323.txt,14.8876,10,99
983,13.1,9.87,11.5,12.93,13.2,3,en119767323.txt,13.5078,10,100
984,15.7,10.22,13.4,15.54,13.3,3,en119767323.txt,12.0609,10,101
985,11.7,8.25,10.1,12.96,12.7,3,en119767323.txt,12.3791,10,102
986,14.0,9.29,11.4,14.33,13.5,3,en119767323.txt,14.7749,10,103
987,24.5,8.78,20.3,22.56,15.6,3,en119767323.txt,18.6354,10,104
988,22.2,10.98,17.1,19.4,15.0,3,en119767323.txt,19.7868,10,105
989,10.2,6.74,10.0,11.61,11.0,3,en119767323.txt,11.2571,10,106
990,8.1,6.78,7.9,11.08,11.0,3,en119767323.txt,9.6361,10,107
991,12.8,6.85,12.0,13.77,13.0,3,en119767323.txt,11.2,10,108
992,10.5,9.57,9.2,12.16,12.7,3,en119767323.txt,11.9121,10,109
993,25.7,8.95,22.4,24.17,18.0,3,en119767323.txt,21.0044,10,110
994,15.6,9.06,13.0,15.46,13.6,3,en119767323.txt,13.1729,10,111
995,24.0,8.9,20.9,23.39,17.9,3,en119767323.txt,18.1354,10,112
996,28.4,9.42,24.3,26.68,18.5,3,en119767323.txt,22.7173,10,113
997,15.6,10.46,13.3,16.13,14.7,3,en119767323.txt,14.7936,10,114
998,19.8,11.96,15.8,19.14,16.4,3,en119767323.txt,18.5984,10,115
999,15.8,12.71,12.9,15.47,15.0,3,en119767323.txt,14.8529,10,116
1000,16.8,9.99,14.6,16.4,14.7,3,en119767323.txt,16.3964,10,117
1001,9.1,8.87,8.4,8.92,10.3,3,en119767323.txt,8.8732,10,118
1002,9.6,8.36,9.5,10.76,11.8,3,en119767323.txt,11.6383,10,119
1003,12.8,7.14,10.7,13.06,11.2,3,en119767323.txt,13.3318,10,120
1004,6.6,5.45,7.7,10.02,10.5,3,en119767323.txt,9.6304,10,121
1005,11.6,5.98,10.6,12.7,9.4,3,en119767323.txt,12.4857,10,122
1006,18.9,13.12,15.4,17.07,15.6,3,en119767323.txt,16.7373,10,123
1007,22.0,13.24,18.9,20.11,17.5,3,en119767323.txt,18.9877,10,124
1008,21.3,14.05,17.9,19.13,18.2,3,en119767323.txt,20.7016,10,125
1009,19.0,14.39,16.8,16.73,16.5,3,en119767323.txt,17.3337,10,126
1010,24.9,12.26,20.8,22.91,18.7,3,en119767323.txt,22.3243,10,127
1011,31.6,8.95,25.9,28.52,18.4,3,en119767323.txt,26.5802,10,128
1012,16.9,9.99,14.7,16.02,14.4,3,en119767323.txt,16.7497,10,129
1013,15.4,10.28,13.4,15.99,14.7,3,en119767323.txt,16.4745,10,130
1014,17.4,8.48,14.8,17.47,14.2,3,en119767323.txt,15.27,10,131
1015,34.9,10.35,28.9,30.98,19.6,3,en119767323.txt,19.8181,10,132
1016,105.6,10.01,84.4,87.81,0.0,3,en119767323.txt,11.541,10,133
1017,79.0,10.47,63.1,66.69,0.0,3,en119767323.txt,16.3191,10,134
1018,61.8,8.84,49.7,53.52,0.0,3,en119767323.txt,13.2546,10,135
1019,42.7,12.03,35.0,37.03,24.2,3,en119767323.txt,24.6693,10,136
1020,26.3,13.59,22.4,23.94,19.9,3,en119767323.txt,21.0473,10,137
1021,15.3,13.18,13.4,11.23,15.3,3,en116249615.txt,14.6944,909,1
1023,15.8,13.47,13.6,11.59,15.6,3,en116249615.txt,15.0005,750,1
1024,16.2,13.52,13.9,12.42,15.9,3,en116249615.txt,15.5545,500,1
1025,16.3,13.47,14.0,12.54,15.9,3,en116249615.txt,15.6015,450,1
1026,14.3,12.53,11.7,11.04,14.7,3,en116249615.txt,13.8265,450,2
1027,14.9,12.76,13.1,11.82,14.9,3,en116249615.txt,14.4085,400,1
1028,16.6,13.64,14.2,12.78,16.2,3,en116249615.txt,15.5216,400,2
1029,14.6,12.71,11.8,11.69,14.5,3,en116249615.txt,14.0037,350,1
1030,16.9,13.81,14.3,13.03,16.7,3,en116249615.txt,16.0648,350,2
1031,14.8,12.76,11.8,11.81,14.5,3,en116249615.txt,13.9449,300,1
1032,17.3,13.81,14.6,13.42,17.0,3,en116249615.txt,16.4009,300,2
1033,13.8,12.18,11.5,10.99,14.4,3,en116249615.txt,13.6939,300,3
1034,14.7,13.0,11.6,11.8,14.4,3,en116249615.txt,14.0366,250,1
1035,17.8,13.76,15.1,14.07,17.2,3,en116249615.txt,16.9811,250,2
1036,14.7,13.05,12.8,11.55,14.8,3,en116249615.txt,13.9302,250,3
1037,14.5,12.71,11.6,11.65,14.0,3,en116249615.txt,13.4693,200,1
1038,15.2,13.18,13.5,12.86,15.6,3,en116249615.txt,15.3064,200,2
1039,18.5,14.16,16.5,14.57,17.6,3,en116249615.txt,16.7317,200,3
1040,14.7,12.76,13.1,12.01,14.8,3,en116249615.txt,14.2191,200,4
1041,14.1,12.88,11.2,11.73,14.1,3,en116249615.txt,13.6446,150,1
1042,15.4,12.94,12.5,12.9,14.8,3,en116249615.txt,14.2797,150,2
1043,19.0,14.34,17.1,15.21,18.3,3,en116249615.txt,18.5758,150,3
1044,15.2,13.17,13.1,12.39,15.3,3,en116249615.txt,14.1037,150,4
1045,14.7,13.29,12.6,11.92,14.7,3,en116249615.txt,14.1767,150,5
1046,13.1,11.14,11.6,11.01,14.1,3,en116249615.txt,13.2612,150,6
1047,14.7,13.05,12.7,12.39,14.6,3,en116249615.txt,14.3611,100,1
1048,14.3,12.36,11.6,11.76,13.4,3,en116249615.txt,12.557,100,2
1049,15.4,13.18,13.5,13.31,15.3,3,en116249615.txt,14.8655,100,3
1050,15.1,13.18,13.4,13.37,16.0,3,en116249615.txt,15.7373,100,4
1051,21.6,15.1,18.6,17.44,19.5,3,en116249615.txt,19.5877,100,5
1052,14.8,12.71,11.8,12.25,15.0,3,en116249615.txt,13.5529,100,6
1053,13.9,12.71,11.3,11.83,14.5,3,en116249615.txt,14.1801,100,7
1054,15.6,13.18,13.7,13.2,15.1,3,en116249615.txt,14.3211,100,8
1055,12.0,10.85,10.8,9.9,13.5,3,en116249615.txt,12.5935,100,9
1056,14.9,12.88,11.9,13.02,14.6,3,en116249615.txt,14.3223,75,1
1057,13.3,12.94,10.5,11.22,13.6,3,en116249615.txt,12.9691,75,2
1058,15.1,13.05,11.7,12.75,14.1,3,en116249615.txt,13.5726,75,3
1059,16.0,12.54,13.3,13.9,15.5,3,en116249615.txt,14.9932,75,4
1060,14.4,13.0,12.7,13.16,15.3,3,en116249615.txt,15.197,75,5
1061,23.8,14.81,20.5,19.11,21.0,3,en116249615.txt,21.6645,75,6
1062,15.6,14.21,12.8,12.96,15.7,3,en116249615.txt,15.0946,75,7
1063,14.9,12.42,12.3,12.47,14.9,3,en116249615.txt,13.0522,75,8
1064,13.1,12.42,10.9,11.61,13.9,3,en116249615.txt,13.4206,75,9
1065,16.2,14.45,13.2,13.48,15.5,3,en116249615.txt,14.8953,75,10
1066,14.3,11.38,12.8,12.82,14.6,3,en116249615.txt,14.1855,75,11
1067,11.8,10.9,10.3,9.68,13.5,3,en116249615.txt,12.6371,75,12
1068,14.5,12.42,12.1,12.94,14.1,3,en116249615.txt,14.1186,50,1
1069,15.0,14.21,12.2,12.72,15.2,3,en116249615.txt,14.9815,50,2
1070,13.0,12.59,10.5,11.32,13.1,3,en116249615.txt,12.0994,50,3
1071,15.7,12.48,12.7,13.03,13.7,3,en116249615.txt,13.062,50,4
1072,15.5,14.1,12.9,14.0,15.8,3,en116249615.txt,16.127,50,5
1073,15.4,11.96,13.2,13.57,14.7,3,en116249615.txt,13.5775,50,6
1074,13.5,12.24,12.4,12.65,14.7,3,en116249615.txt,14.3523,50,7
1075,16.7,13.7,15.6,15.02,17.1,3,en116249615.txt,17.0449,50,8
1076,27.2,15.68,24.0,22.16,22.6,3,en116249615.txt,23.5685,50,9
1077,16.0,14.28,13.3,13.78,15.8,3,en116249615.txt,15.1701,50,10
1078,15.3,14.27,12.4,12.57,15.3,3,en116249615.txt,14.3634,50,11
1079,14.1,11.44,12.3,12.59,14.5,3,en116249615.txt,12.7069,50,12
1080,13.1,12.24,11.1,12.36,14.0,3,en116249615.txt,14.0702,50,13
1081,14.5,13.17,12.5,12.1,14.9,3,en116249615.txt,14.3133,50,14
1082,16.2,14.62,12.9,13.8,15.2,3,en116249615.txt,14.179,50,15
1083,15.2,11.9,13.2,13.61,15.1,3,en116249615.txt,14.8153,50,16
1084,11.1,9.34,9.9,10.0,12.3,3,en116249615.txt,11.5188,50,17
1085,13.1,12.71,11.6,10.84,14.8,3,en116249615.txt,14.1489,50,18
1086,14.9,12.88,11.9,13.67,14.4,3,en116249615.txt,14.3642,40,1
1087,15.2,13.06,12.1,13.3,15.1,3,en116249615.txt,14.6512,40,2
1088,13.8,13.58,11.6,12.12,14.0,3,en116249615.txt,13.5677,40,3
1089,13.2,11.89,11.0,11.09,12.3,3,en116249615.txt,11.0779,40,4
1090,15.4,12.71,12.5,13.27,14.1,3,en116249615.txt,13.6771,40,5
1091,14.9,14.85,12.9,13.28,15.2,3,en116249615.txt,15.3388,40,6
1092,16.8,12.89,13.7,14.61,15.9,3,en116249615.txt,16.2041,40,7
1093,12.8,10.33,11.9,12.53,13.5,3,en116249615.txt,12.5424,40,8
1094,14.5,13.23,12.7,13.77,15.5,3,en116249615.txt,15.2995,40,9
1095,17.2,13.7,15.9,15.33,17.4,3,en116249615.txt,17.1868,40,10
1096,29.3,15.68,25.6,23.89,23.7,3,en116249615.txt,24.4648,40,11
1097,18.2,15.26,15.6,15.7,16.9,3,en116249615.txt,16.3895,40,12
1098,15.0,14.1,12.5,13.42,16.1,3,en116249615.txt,15.7143,40,13
1099,16.3,13.52,12.8,13.59,15.3,3,en116249615.txt,13.7843,40,14
1100,12.5,10.39,10.1,11.19,13.6,3,en116249615.txt,11.866,40,15
1101,13.5,11.55,11.9,13.05,14.1,3,en116249615.txt,14.3808,40,16
1102,13.4,13.51,11.3,11.1,14.3,3,en116249615.txt,13.4254,40,17
1103,14.5,13.75,12.2,12.55,14.5,3,en116249615.txt,14.3109,40,18
1104,17.6,14.16,14.5,15.22,16.3,3,en116249615.txt,15.2571,40,19
1105,15.2,11.84,13.3,13.58,15.0,3,en116249615.txt,14.427,40,20
1106,11.5,9.34,10.3,10.62,12.5,3,en116249615.txt,11.8467,40,21
1107,12.2,11.37,10.8,10.89,13.7,3,en116249615.txt,12.7478,40,22
1108,14.6,13.34,12.5,13.57,14.5,3,en116249615.txt,14.3822,30,1
1109,14.8,12.07,12.6,13.35,14.5,3,en116249615.txt,14.4692,30,2
1110,15.0,13.58,12.5,12.8,15.1,3,en116249615.txt,14.8332,30,3
1111,13.9,13.75,11.6,11.93,13.7,3,en116249615.txt,13.1481,30,4
1112,12.1,11.95,10.0,11.13,12.6,3,en116249615.txt,11.4,30,5
1113,13.6,10.91,10.4,11.07,11.1,3,en116249615.txt,9.9746,30,6
1114,17.0,14.39,14.0,15.14,16.0,3,en116249615.txt,16.1905,30,7
1115,14.9,14.5,12.0,13.4,15.3,3,en116249615.txt,15.3198,30,8
1116,18.3,13.36,14.8,16.04,16.5,3,en116249615.txt,17.2119,30,9
1117,13.6,10.68,11.4,13.07,13.9,3,en116249615.txt,11.9339,30,10
1118,12.7,11.78,10.9,12.43,14.1,3,en116249615.txt,14.2154,30,11
1119,14.8,13.17,13.0,14.38,15.7,3,en116249615.txt,15.2646,30,12
1120,17.0,13.99,15.6,15.63,16.7,3,en116249615.txt,16.5642,30,13
1121,26.9,16.2,23.4,21.85,23.1,3,en116249615.txt,22.6286,30,14
1122,24.3,14.4,21.2,21.11,21.1,3,en116249615.txt,23.0947,30,15
1123,17.4,15.26,14.9,14.71,16.2,3,en116249615.txt,15.118,30,16
1124,15.1,13.63,12.8,13.7,16.4,3,en116249615.txt,16.265,30,17
1125,14.9,14.04,11.1,11.85,13.9,3,en116249615.txt,12.7362,30,18
1126,15.7,12.94,14.0,14.23,16.0,3,en116249615.txt,14.283,30,19
1127,12.7,10.1,10.5,11.39,13.6,3,en116249615.txt,11.6863,30,20
1128,13.6,11.55,12.0,13.6,14.1,3,en116249615.txt,14.5139,30,21
1129,13.0,14.09,10.7,11.03,13.8,3,en116249615.txt,13.1333,30,22
1130,14.4,12.76,11.6,12.58,15.1,3,en116249615.txt,15.2611,30,23
1131,13.7,13.74,11.5,11.95,13.7,3,en116249615.txt,13.308,30,24
1132,18.7,15.09,14.7,15.92,16.7,3,en116249615.txt,14.9666,30,25
1133,16.0,12.6,13.3,14.56,15.9,3,en116249615.txt,15.6409,30,26
1134,14.7,10.74,12.3,13.48,14.3,3,en116249615.txt,14.3141,30,27
1135,10.0,8.52,8.0,9.03,11.5,3,en116249615.txt,10.576,30,28
1136,10.4,9.92,8.8,9.69,12.0,3,en116249615.txt,10.8883,30,29
1137,14.4,14.03,12.7,12.21,16.2,3,en116249615.txt,16.3743,30,30
1138,14.0,13.4,11.9,13.63,14.2,3,en116249615.txt,14.6348,20,1
1139,16.2,12.65,13.4,14.36,14.7,3,en116249615.txt,14.1253,20,2
1140,14.2,12.13,12.0,13.54,14.6,3,en116249615.txt,14.5116,20,3
1141,15.7,13.81,13.0,13.81,15.3,3,en116249615.txt,14.8746,20,4
1142,13.4,13.86,10.9,12.73,14.2,3,en116249615.txt,14.2311,20,5
1143,14.3,13.05,11.2,12.9,13.8,3,en116249615.txt,13.0853,20,6
1144,12.2,11.49,9.4,11.14,12.2,3,en116249615.txt,11.9451,20,7
1145,14.2,12.36,11.3,12.01,12.6,3,en116249615.txt,10.1724,20,8
1146,12.0,10.68,8.0,10.45,10.9,3,en116249615.txt,9.8905,20,9
1147,18.4,13.76,15.5,16.25,16.5,3,en116249615.txt,16.8479,20,10
1148,15.1,15.14,12.7,14.44,15.2,3,en116249615.txt,15.4282,20,11
1149,14.7,14.33,12.0,13.03,15.3,3,en116249615.txt,15.2924,20,12
1150,19.9,13.12,16.2,17.69,16.7,3,en116249615.txt,18.2925,20,13
1151,13.9,12.76,12.5,12.41,15.1,3,en116249615.txt,14.2722,20,14
1152,13.7,9.93,11.9,13.89,13.2,3,en116249615.txt,11.4185,20,15
1153,12.2,10.91,11.1,11.9,13.6,3,en116249615.txt,13.606,20,16
1154,14.9,14.16,12.4,14.21,15.7,3,en116249615.txt,15.8359,20,17
1155,14.0,12.24,11.8,14.61,15.4,3,en116249615.txt,14.7534,20,18
1156,17.5,15.21,15.2,15.84,16.8,3,en116249615.txt,16.7982,20,19
1157,17.0,12.36,15.5,16.3,17.9,3,en116249615.txt,17.6201,20,20
1158,32.3,17.25,26.9,26.24,25.3,3,en116249615.txt,24.3064,20,21
1159,26.7,14.23,23.4,23.3,22.3,3,en116249615.txt,24.743,20,22
1160,18.0,15.44,15.3,16.14,16.8,3,en116249615.txt,17.5593,20,23
1161,18.5,15.09,15.9,15.98,17.0,3,en116249615.txt,15.1827,20,24
1162,14.1,12.59,12.8,13.81,15.4,3,en116249615.txt,15.2725,20,25
1163,16.2,16.01,14.4,14.91,16.8,3,en116249615.txt,16.5923,20,26
1164,15.1,13.29,11.6,11.97,13.4,3,en116249615.txt,12.2777,20,27
1165,17.7,13.47,15.3,16.17,17.1,3,en116249615.txt,15.158,20,28
1166,12.7,11.55,10.8,11.85,13.6,3,en116249615.txt,12.3946,20,29
1167,12.4,9.52,10.8,11.48,13.6,3,en116249615.txt,11.3162,20,30
1168,14.6,10.86,12.1,14.84,14.3,3,en116249615.txt,15.0608,20,31
1169,12.7,13.0,11.6,11.69,13.9,3,en116249615.txt,14.118,20,32
1170,13.3,15.25,11.0,11.32,13.6,3,en116249615.txt,12.9268,20,33
1171,13.6,12.59,11.1,12.34,14.6,3,en116249615.txt,14.3177,20,34
1172,16.0,13.64,13.6,14.76,15.6,3,en116249615.txt,15.6166,20,35
1173,13.2,13.98,10.9,12.07,13.3,3,en116249615.txt,12.9152,20,36
1174,16.1,14.79,14.1,14.39,15.6,3,en116249615.txt,16.317,20,37
1175,20.4,13.47,17.3,18.09,17.4,3,en116249615.txt,14.1235,20,38
1176,16.5,12.89,13.5,15.0,16.0,3,en116249615.txt,15.2799,20,39
1177,14.1,10.86,11.8,12.77,13.9,3,en116249615.txt,13.6297,20,40
1178,14.2,10.86,11.8,13.23,14.2,3,en116249615.txt,13.6244,20,41
1179,8.8,7.36,7.6,8.28,10.6,3,en116249615.txt,9.934,20,42
1180,11.4,10.73,9.3,10.7,12.5,3,en116249615.txt,11.6178,20,43
1181,13.1,11.95,11.1,12.75,14.9,3,en116249615.txt,13.8564,20,44
1182,13.5,14.03,11.5,10.6,15.3,3,en116249615.txt,16.7318,20,45
1183,12.0,12.81,10.2,11.91,12.7,3,en116249615.txt,14.159,10,1
1184,17.6,13.7,14.9,17.08,16.4,3,en116249615.txt,15.1021,10,2
1185,16.4,13.52,14.2,14.18,15.2,3,en116249615.txt,13.8817,10,3
1186,16.0,12.02,12.5,14.85,14.3,3,en116249615.txt,14.6615,10,4
1187,13.0,9.7,10.4,12.32,12.5,3,en116249615.txt,13.3149,10,5
1188,16.0,15.08,13.5,15.55,16.5,3,en116249615.txt,16.72,10,6
1189,16.2,14.05,13.6,14.7,15.2,3,en116249615.txt,14.0889,10,7
1190,15.4,13.87,13.7,14.3,15.3,3,en116249615.txt,15.6857,10,8
1191,13.5,13.05,11.7,13.46,14.8,3,en116249615.txt,14.7538,10,9
1192,13.6,15.19,11.1,11.94,13.6,3,en116249615.txt,13.9923,10,10
1193,14.6,12.76,11.5,13.7,14.2,3,en116249615.txt,12.3111,10,11
1194,14.1,13.29,10.9,12.72,13.3,3,en116249615.txt,13.8639,10,12
1195,10.2,10.55,8.2,10.36,11.6,3,en116249615.txt,10.5871,10,13
1196,14.2,11.89,10.7,12.78,12.7,3,en116249615.txt,13.2,10,14
1197,12.2,13.97,11.1,13.51,13.4,3,en116249615.txt,10.44,10,15
1198,16.8,11.49,12.7,13.14,11.6,3,en116249615.txt,10.7149,10,16
1199,13.7,10.45,9.7,12.56,11.9,3,en116249615.txt,10.2905,10,17
1200,10.7,10.72,6.7,9.16,9.9,3,en116249615.txt,9.5011,10,18
1201,17.5,13.12,14.1,15.39,15.2,3,en116249615.txt,16.4868,10,19
1202,19.4,14.75,17.1,17.63,17.8,3,en116249615.txt,17.212,10,20
1203,15.1,15.66,12.3,14.56,15.0,3,en116249615.txt,15.4847,10,21
1204,15.2,14.97,13.1,15.81,15.4,3,en116249615.txt,15.397,10,22
1205,13.4,13.63,11.1,13.21,13.7,3,en116249615.txt,13.4338,10,23
1206,16.0,14.62,14.2,14.59,16.8,3,en116249615.txt,16.9707,10,24
1207,19.5,12.95,17.4,19.04,17.8,3,en116249615.txt,19.9065,10,25
1208,20.3,13.3,16.2,16.86,15.5,3,en116249615.txt,16.5697,10,26
1209,15.4,13.58,13.1,14.27,15.9,3,en116249615.txt,15.5968,10,27
1210,12.4,11.89,10.7,11.62,14.3,3,en116249615.txt,12.9282,10,28
1211,15.1,10.86,12.6,15.87,14.6,3,en116249615.txt,12.0044,10,29
1212,12.4,9.0,11.4,12.47,11.9,3,en116249615.txt,10.8173,10,30
1213,14.2,10.39,11.9,13.57,13.7,3,en116249615.txt,14.0163,10,31
1214,10.7,11.59,10.5,12.31,13.6,3,en116249615.txt,13.6303,10,32
1215,13.6,13.4,11.8,14.28,15.1,3,en116249615.txt,15.4149,10,33
1216,16.3,14.79,14.2,15.16,16.4,3,en116249615.txt,16.2486,10,34
1217,12.9,10.97,11.7,14.21,14.7,3,en116249615.txt,12.7085,10,35
1218,15.0,13.4,13.1,15.89,15.9,3,en116249615.txt,16.6182,10,36
1219,12.8,13.16,11.3,12.94,14.1,3,en116249615.txt,13.4,10,37
1220,21.7,16.31,19.1,19.46,19.1,3,en116249615.txt,19.8998,10,38
1221,16.1,11.78,14.1,16.84,16.5,3,en116249615.txt,16.2574,10,39
1222,17.8,13.24,17.0,17.28,19.2,3,en116249615.txt,18.9525,10,40
1223,26.5,17.24,23.5,22.3,23.3,3,en116249615.txt,25.3324,10,41
1224,37.8,16.9,31.3,31.49,26.5,3,en116249615.txt,23.2436,10,42
1225,19.4,12.31,17.7,18.96,18.2,3,en116249615.txt,18.6074,10,43
1226,32.7,15.16,28.6,28.6,25.4,3,en116249615.txt,30.2894,10,44
1227,20.2,15.56,17.1,19.24,18.5,3,en116249615.txt,19.8992,10,45
1228,15.8,15.37,13.5,13.41,14.8,3,en116249615.txt,14.9952,10,46
1229,19.1,14.75,15.7,16.85,16.3,3,en116249615.txt,14.4,10,47
1230,18.1,15.73,15.0,16.06,17.6,3,en116249615.txt,16.0306,10,48
1231,13.1,13.8,10.9,13.63,14.4,3,en116249615.txt,14.3649,10,49
1232,15.7,11.96,13.5,16.0,16.4,3,en116249615.txt,16.5538,10,50
1233,17.2,15.9,15.3,16.89,18.2,3,en116249615.txt,18.5301,10,51
1234,15.0,15.83,12.3,13.85,15.1,3,en116249615.txt,14.3152,10,52
1235,9.6,10.49,7.7,8.8,10.6,3,en116249615.txt,10.4439,10,53
1236,20.6,15.15,15.0,16.33,16.1,3,en116249615.txt,14.2435,10,54
1237,14.2,13.34,12.3,13.61,15.8,3,en116249615.txt,14.5441,10,55
1238,20.9,13.59,18.0,19.15,17.9,3,en116249615.txt,15.8087,10,56
1239,11.9,11.31,10.4,12.17,13.6,3,en116249615.txt,12.4,10,57
1240,13.6,11.84,11.1,12.76,13.6,3,en116249615.txt,12.3938,10,58
1241,12.6,8.48,10.4,12.57,13.7,3,en116249615.txt,10.5644,10,59
1242,11.0,10.15,9.0,11.01,12.8,3,en116249615.txt,12.3794,10,60
1243,13.4,10.1,11.6,14.19,13.5,3,en116249615.txt,13.4853,10,61
1244,15.7,11.55,13.6,16.79,15.0,3,en116249615.txt,16.5216,10,62
1245,12.1,13.11,10.8,12.16,13.7,3,en116249615.txt,14.2667,10,63
1246,13.5,12.65,12.5,12.13,14.2,3,en116249615.txt,14.0874,10,64
1247,13.5,16.23,11.7,12.68,13.5,3,en116249615.txt,13.7005,10,65
1248,12.3,13.74,9.7,10.21,13.0,3,en116249615.txt,12.0833,10,66
1249,9.2,10.54,8.1,8.52,12.1,3,en116249615.txt,11.887,10,67
